"Name", Height (Inches), Height(Feet-Inches), Weight
"Mahmoud Abdul-Rauf", 73, 6-1, 162
"Michael Adams", 70, 5-10, 162
"Rafael Addison", 79, 6-7, 215
"Cory Alexander", 73, 6-1, 185
"Jerome Allen", 76, 6-4, 184
"Derrick Alston", 83, 6-11, 225
"John Amaechi", 82, 6-10, 270
"Ashraf Amaya", 80, 6-8, 230
"Greg Anderson", 82, 6-10, 230
"Kenny Anderson", 72, 6-0, 168
"Nick Anderson", 78, 6-6, 205
"Willie Anderson", 79, 6-7, 190
"Greg Anthony", 72, 6-0, 176
"B.J. Armstrong", 74, 6-2, 175
"Darrell Armstrong", 72, 6-0, 170
"Vincent Askew", 78, 6-6, 210
"Keith Askins", 79, 6-7, 197
"Stacey Augmon", 78, 6-6, 205
"Anthony Avent", 81, 6-9, 235
"Vin Baker", 83, 6-11, 232
"Steve Bardo", 77, 6-5, 190
"Charles Barkley", 78, 6-6, 252
"Dana Barros", 71, 5-11, 163
"Brent Barry", 78, 6-6, 185
"Jon Barry", 76, 6-4, 195
"Corey Beck", 73, 6-1, 190
"Benoit Benjamin", 84, 7-0, 250
"Elmer Bennett", 72, 6-0, 170
"Mario Bennett", 78, 6-6, 235
"David Benoit", 80, 6-8, 220
"Travis Best", 71, 5-11, 182
"Mookie Blaylock", 72, 6-0, 180
"Corie Blount", 81, 6-9, 240
"Muggsy Bogues", 63, 5-3, 136
"Anthony Bonner", 80, 6-8, 215
"Melvin Booker", 73, 6-1, 185
"Anthony Bowie", 78, 6-6, 190
"Donnie Boyce", 77, 6-5, 196
"Shawn Bradley", 90, 7-6, 235
"Marques Bragg", 80, 6-8, 230
"Terrell Brandon", 71, 5-11, 180
"Tim Breaux", 79, 6-7, 215
"Frank Brickowski", 81, 6-9, 240
"Scott Brooks", 71, 5-11, 165
"Chucky Brown", 79, 6-7, 214
"Dee Brown", 73, 6-1, 160
"Mike Brown", 81, 6-9, 257
"P.J. Brown", 83, 6-11, 225
"Randy Brown", 74, 6-2, 190
"Mark Bryant", 81, 6-9, 245
"Jud Buechler", 78, 6-6, 220
"Matt Bullard", 82, 6-10, 215
"Scott Burrell", 79, 6-7, 218
"Junior Burrough", 80, 6-8, 242
"Mitchell Butler", 77, 6-5, 210
"Jason Caffey", 80, 6-8, 255
"Michael Cage", 81, 6-9, 224
"Adrian Caldwell", 80, 6-8, 265
"Elden Campbell", 83, 6-11, 215
"Antoine Carr", 81, 6-9, 225
"Chris Carr", 77, 6-5, 207
"Sam Cassell", 75, 6-3, 185
"Duane Causwell", 84, 7-0, 240
"Cedric Ceballos", 78, 6-6, 190
"Rex Chapman", 76, 6-4, 185
"Calbert Cheaney", 79, 6-7, 209
"Pete Chilcutt", 82, 6-10, 230
"Randolph Childress", 74, 6-2, 188
"Chris Childs", 75, 6-3, 195
"Doug Christie", 78, 6-6, 200
"Robert Churchwell", 78, 6-6, 195
"Charles Claxton", 84, 7-0, 265
"John Coker", 84, 7-0, 253
"Derrick Coleman", 82, 6-10, 230
"Bimbo Coles", 73, 6-1, 180
"Marty Conlon", 82, 6-10, 224
"Anthony Cook", 81, 6-9, 205
"Tyrone Corbin", 78, 6-6, 210
"Joe Courtney", 80, 6-8, 235
"John Crotty", 73, 6-1, 185
"Terry Cummings", 81, 6-9, 220
"Dell Curry", 76, 6-4, 190
"Michael Curry", 77, 6-5, 210
"Rastko Cvetkovic", 85, 7-1, 260
"Sasha Danilovic", 77, 6-5, 200
"Yinka Dare", 84, 7-0, 265
"Antonio Davis", 81, 6-9, 215
"Dale Davis", 83, 6-11, 230
"Hubert Davis", 77, 6-5, 183
"Mark Davis", 79, 6-7, 210
"Terry Davis", 81, 6-9, 225
"Todd Day", 78, 6-6, 188
"Andrew DeClercq", 82, 6-10, 230
"Terry Dehere", 74, 6-2, 190
"Vinny Del Negro", 76, 6-4, 185
"Bison Dele", 81, 6-9, 235
"Dell Demps", 75, 6-3, 205
"Vlade Divac", 85, 7-1, 243
"Sherman Douglas", 72, 6-0, 180
"Clyde Drexler", 79, 6-7, 210
"Kevin Duckworth", 84, 7-0, 275
"Chris Dudley", 83, 6-11, 235
"Joe Dumars", 75, 6-3, 190
"Richard Dumas", 79, 6-7, 200
"Tony Dumas", 78, 6-6, 190
"Ledell Eackles", 77, 6-5, 220
"Acie Earl", 82, 6-10, 240
"Tyus Edney", 70, 5-10, 152
"Blue Edwards", 76, 6-4, 200
"Doug Edwards", 79, 6-7, 220
"James Edwards", 84, 7-0, 225
"Kevin Edwards", 75, 6-3, 190
"Craig Ehlo", 78, 6-6, 180
"Howard Eisley", 74, 6-2, 177
"Mario Elie", 77, 6-5, 210
"Sean Elliott", 80, 6-8, 205
"Dale Ellis", 79, 6-7, 205
"LaPhonso Ellis", 80, 6-8, 240
"LeRon Ellis", 81, 6-9, 225
"Pervis Ellison", 81, 6-9, 210
"Vincenzo Esposito", 75, 6-3, 198
"Patrick Ewing", 84, 7-0, 240
"Duane Ferrell", 79, 6-7, 209
"Danny Ferry", 82, 6-10, 230
"Michael Finley", 79, 6-7, 215
"Matt Fish", 83, 6-11, 235
"Vern Fleming", 77, 6-5, 185
"Sherell Ford", 79, 6-7, 210
"Greg Foster", 83, 6-11, 240
"Rick Fox", 79, 6-7, 230
"Kevin Gamble", 77, 6-5, 210
"Kevin Garnett", 83, 6-11, 220
"Chris Gatling", 82, 6-10, 220
"Kenny Gattison", 80, 6-8, 225
"Matt Geiger", 84, 7-0, 243
"Kendall Gill", 77, 6-5, 195
"Armen Gilliam", 81, 6-9, 230
"Gerald Glass", 77, 6-5, 221
"Anthony Goldwire", 73, 6-1, 182
"Greg Graham", 76, 6-4, 174
"Ron Grandison", 78, 6-6, 215
"Brian Grant", 81, 6-9, 254
"Gary Grant", 75, 6-3, 185
"Greg Grant", 67, 5-7, 140
"Harvey Grant", 80, 6-8, 195
"Horace Grant", 82, 6-10, 215
"A.C. Green", 81, 6-9, 220
"Tom Gugliotta", 82, 6-10, 240
"Jack Haley", 82, 6-10, 240
"Thomas Hamilton", 86, 7-2, 330
"Geert Hammink", 84, 7-0, 262
"Tom Hammonds", 81, 6-9, 215
"Darrin Hancock", 79, 6-7, 205
"Anfernee Hardaway", 79, 6-7, 195
"Tim Hardaway", 72, 6-0, 175
"Derek Harper", 76, 6-4, 185
"Ron Harper", 78, 6-6, 185
"Lucious Harris", 77, 6-5, 190
"Antonio Harvey", 83, 6-11, 225
"Hersey Hawkins", 75, 6-3, 190
"Alvin Heggs", 80, 6-8, 225
"Alan Henderson", 81, 6-9, 235
"Carl Herrera", 81, 6-9, 215
"Sean Higgins", 81, 6-9, 205
"Grant Hill", 80, 6-8, 225
"Tyrone Hill", 81, 6-9, 240
"Donald Hodge", 84, 7-0, 230
"Fred Hoiberg", 76, 6-4, 203
"Jeff Hornacek", 75, 6-3, 190
"Robert Horry", 81, 6-9, 220
"Allan Houston", 78, 6-6, 200
"Byron Houston", 77, 6-5, 250
"Juwan Howard", 81, 6-9, 240
"Lindsey Hunter", 74, 6-2, 170
"Bobby Hurley", 72, 6-0, 165
"Jaren Jackson", 76, 6-4, 190
"Jim Jackson", 78, 6-6, 220
"Mark Jackson", 73, 6-1, 180
"Henry James", 80, 6-8, 220
"Avery Johnson", 70, 5-10, 175
"Darryl Johnson", 73, 6-1, 170
"Eddie Johnson", 79, 6-7, 215
"Ervin Johnson", 83, 6-11, 245
"Kevin Johnson", 73, 6-1, 180
"Larry Johnson", 78, 6-6, 250
"Magic Johnson", 80, 6-8, 215
"Charles Jones", 81, 6-9, 215
"Eddie Jones", 78, 6-6, 190
"Popeye Jones", 80, 6-8, 250
"Michael Jordan", 78, 6-6, 195
"Reggie Jordan", 76, 6-4, 195
"Adam Keefe", 81, 6-9, 230
"Shawn Kemp", 82, 6-10, 230
"Tim Kempton", 82, 6-10, 245
"Steve Kerr", 75, 6-3, 175
"Jerome Kersey", 79, 6-7, 215
"Randolph Keys", 79, 6-7, 195
"Jason Kidd", 76, 6-4, 205
"Chris King", 80, 6-8, 215
"Frankie King", 73, 6-1, 185
"Jimmy King", 77, 6-5, 210
"Stacey King", 83, 6-11, 230
"Joe Kleine", 83, 6-11, 255
"Jon Koncak", 84, 7-0, 250
"Toni Kukoc", 82, 6-10, 192
"Christian Laettner", 83, 6-11, 235
"Andrew Lang", 83, 6-11, 245
"Antonio Lang", 80, 6-8, 205
"Eric Leckner", 83, 6-11, 265
"Tim Legler", 76, 6-4, 200
"Voshon Lenard", 76, 6-4, 205
