"Name", Height (Inches), Height(Feet-Inches), Weight
"Howard Porter", 80, 6-8, 220
"Kevin Porter", 72, 6-0, 170
"Jim Price", 75, 6-3, 195
"Luther Rackley", 82, 6-10, 220
"Ed Ratleff", 78, 6-6, 195
"Mike Ratliff", 82, 6-10, 230
"Clifford Ray", 81, 6-9, 230
"Joe Reaves", 77, 6-5, 210
"Willis Reed", 81, 6-9, 235
"Tom Riker", 82, 6-10, 225
"Pat Riley", 76, 6-4, 205
"Ron Riley", 80, 6-8, 195
"Rich Rinaldi", 75, 6-3, 195
"Mike Riordan", 76, 6-4, 200
"Rick Roberson", 81, 6-9, 231
"Oscar Robertson", 77, 6-5, 205
"Curtis Rowe", 79, 6-7, 225
"Paul Ruffner", 82, 6-10, 225
"Bob Rule", 81, 6-9, 220
"Cazzie Russell", 77, 6-5, 218
"Dale Schlueter", 82, 6-10, 225
"Charlie Scott", 77, 6-5, 175
"Mark Sibley", 74, 6-2, 175
"Paul Silas", 79, 6-7, 220
"Jerry Sloan", 77, 6-5, 195
"Bingo Smith", 77, 6-5, 195
"Elmore Smith", 84, 7-0, 250
"Greg Smith", 77, 6-5, 195
"Randy Smith", 75, 6-3, 180
"Dick Snyder", 77, 6-5, 207
"Bud Stallworth", 77, 6-5, 190
"Dave Stallworth", 79, 6-7, 200
"Larry Steele", 77, 6-5, 180
"Chuck Terry", 78, 6-6, 215
"Justus Thigpen", 73, 6-1, 160
"Nate Thurmond", 83, 6-11, 225
"Rudy Tomjanovich", 80, 6-8, 218
"George Trapp", 80, 6-8, 205
"John Tschogl", 78, 6-6, 206
"Wes Unseld", 79, 6-7, 245
"Dick Van Arsdale", 77, 6-5, 210
"Tom Van Arsdale", 77, 6-5, 202
"Norm Van Lier", 73, 6-1, 173
"Bob Verga", 73, 6-1, 190
"Neal Walk", 82, 6-10, 220
"Chet Walker", 78, 6-6, 212
"Jimmy Walker", 75, 6-3, 195
"Cornell Warner", 81, 6-9, 220
"John Warren", 75, 6-3, 180
"Jim Washington", 78, 6-6, 210
"Kermit Washington", 80, 6-8, 230
"Slick Watts", 73, 6-1, 175
"Nick Weatherspoon", 79, 6-7, 195
"Bob Weiss", 74, 6-2, 180
"Walt Wesley", 83, 6-11, 220
"Jerry West", 74, 6-2, 175
"Paul Westphal", 76, 6-4, 195
"John Wetzel", 77, 6-5, 190
"Jo Jo White", 75, 6-3, 190
"Sidney Wicks", 80, 6-8, 225
"Lenny Wilkens", 73, 6-1, 180
"Art Williams", 73, 6-1, 180
"Milt Williams", 74, 6-2, 182
"Nate Williams", 77, 6-5, 215
"Ron Williams", 75, 6-3, 188
"Lee Winfield", 74, 6-2, 174
"Harthorne Wingo", 78, 6-6, 210
"Luke Witte", 84, 7-0, 235
"Dave Wohl", 74, 6-2, 185
