"Name", Height (Inches), Height(Feet-Inches), Weight
"Mahdi Abdul-Rahman", 74, 6-2, 185
"Henry Akin", 82, 6-10, 225
"Al Attles", 72, 6-0, 175
"Johnny Austin", 72, 6-0, 170
"Jim Barnes", 80, 6-8, 210
"Dick Barnett", 76, 6-4, 190
"Jim Barnett", 76, 6-4, 170
"John Barnhill", 73, 6-1, 180
"Rick Barry", 79, 6-7, 205
"Elgin Baylor", 77, 6-5, 225
"Zelmo Beaty", 81, 6-9, 225
"Walt Bellamy", 83, 6-11, 225
"Dave Bing", 75, 6-3, 180
"John Block", 81, 6-9, 207
"Bob Boozer", 80, 6-8, 215
"Nate Bowman", 82, 6-10, 230
"Bill Bridges", 78, 6-6, 228
"Em Bryant", 73, 6-1, 175
"Joe Caldwell", 77, 6-5, 195
"Wilt Chamberlain", 85, 7-1, 275
"Jerry Chambers", 77, 6-5, 185
"Len Chappell", 80, 6-8, 240
"Archie Clark", 74, 6-2, 175
"Barry Clemens", 78, 6-6, 210
"Larry Costello", 73, 6-1, 186
"Mel Counts", 84, 7-0, 230
"Freddie Crawford", 76, 6-4, 189
"Billy Cunningham", 78, 6-6, 210
"Dave DeBusschere", 78, 6-6, 220
"Dave Deutsch", 73, 6-1, 170
"Connie Dierking", 81, 6-9, 222
"Johnny Egan", 71, 5-11, 180
"Joe Ellis", 78, 6-6, 175
"Leroy Ellis", 82, 6-10, 210
"Wayne Embry", 80, 6-8, 240
"Keith Erickson", 77, 6-5, 195
"Bob Ferry", 80, 6-8, 230
"Hank Finkel", 84, 7-0, 240
"Dave Gambee", 78, 6-6, 215
"Gail Goodrich", 73, 6-1, 170
"Johnny Green", 77, 6-5, 200
"Hal Greer", 74, 6-2, 175
"Richie Guerin", 76, 6-4, 195
"Matt Guokas", 77, 6-5, 175
"Happy Hairston", 79, 6-7, 225
"Reggie Harding", 84, 7-0, 249
"John Havlicek", 77, 6-5, 203
"Tom Hawkins", 77, 6-5, 210
"Fred Hetzel", 80, 6-8, 220
"Wayne Hightower", 80, 6-8, 192
"Bob Hogsett", 79, 6-7, 230
"Tom Hoover", 81, 6-9, 230
"Bailey Howell", 79, 6-7, 210
"Lou Hudson", 77, 6-5, 210
"Darrall Imhoff", 82, 6-10, 220
"Luke Jackson", 81, 6-9, 240
"Gus Johnson", 78, 6-6, 230
"Neil Johnson", 79, 6-7, 220
"K.C. Jones", 73, 6-1, 200
"Sam Jones", 76, 6-4, 198
"Wali Jones", 74, 6-2, 180
"Toby Kimball", 78, 6-6, 220
"Jim King", 74, 6-2, 175
"Don Kojis", 77, 6-5, 215
"Howard Komives", 73, 6-1, 185
"Tommy Kron", 77, 6-5, 200
"Rudy LaRusso", 79, 6-7, 220
"Clyde Lee", 82, 6-10, 205
"George Lee", 76, 6-4, 200
"Freddie Lewis", 72, 6-0, 175
"Kevin Loughery", 75, 6-3, 190
"Bob Love", 80, 6-8, 215
"Jerry Lucas", 80, 6-8, 230
"Jack Marin", 79, 6-7, 200
"Jon McGlocklin", 77, 6-5, 205
"McCoy McLemore", 79, 6-7, 230
"Bill Melchionni", 73, 6-1, 165
"Tom Meschery", 78, 6-6, 215
"Eddie Miles", 76, 6-4, 195
"Wayne Molis", 80, 6-8, 230
"Erwin Mueller", 80, 6-8, 230
"Jeff Mullins", 76, 6-4, 190
"Dorie Murrey", 80, 6-8, 215
"Don Nelson", 78, 6-6, 210
"Paul Neumann", 73, 6-1, 175
"Don Ohl", 75, 6-3, 190
"Bud Olsen", 80, 6-8, 220
"Ron Reed", 77, 6-5, 205
"Willis Reed", 81, 6-9, 235
"Oscar Robertson", 77, 6-5, 205
"Flynn Robinson", 73, 6-1, 185
"Guy Rodgers", 72, 6-0, 185
"Bill Russell", 82, 6-10, 215
"Cazzie Russell", 77, 6-5, 218
"Tom Sanders", 78, 6-6, 210
"Dave Schellhase", 75, 6-3, 205
"Ray Scott", 81, 6-9, 215
"Larry Siegfried", 75, 6-3, 190
"Paul Silas", 79, 6-7, 220
"Jerry Sloan", 77, 6-5, 195
"Adrian Smith", 73, 6-1, 180
"Dick Snyder", 77, 6-5, 207
"Dave Stallworth", 79, 6-7, 200
"Joe Strawder", 82, 6-10, 235
"Rod Thorn", 76, 6-4, 195
"Nate Thurmond", 83, 6-11, 225
"Gene Tormohlen", 80, 6-8, 230
"John Tresvant", 79, 6-7, 215
"Dick Van Arsdale", 77, 6-5, 210
"Tom Van Arsdale", 77, 6-5, 202
"Chico Vaughn", 74, 6-2, 190
"Chet Walker", 78, 6-6, 212
"Gerry Ward", 76, 6-4, 195
"Jim Ware", 79, 6-7, 210
"Ben Warley", 77, 6-5, 200
"Bob Warlick", 77, 6-5, 200
"Jim Washington", 78, 6-6, 210
"Ron Watts", 78, 6-6, 210
"Bob Weiss", 74, 6-2, 180
"Walt Wesley", 83, 6-11, 220
"Jerry West", 74, 6-2, 175
"Lenny Wilkens", 73, 6-1, 180
"George Wilson", 80, 6-8, 225
