"Name", Height (Inches), Height(Feet-Inches), Weight
"Derrick Coleman", 82, 6-10, 230
"Bimbo Coles", 73, 6-1, 180
"Jason Collier", 84, 7-0, 260
"Sean Colson", 72, 6-0, 175
"Tyrone Corbin", 78, 6-6, 210
"Chris Crawford", 81, 6-9, 235
"Jamal Crawford", 78, 6-6, 185
"Austin Croshere", 81, 6-9, 235
"John Crotty", 73, 6-1, 185
"Vonteego Cummings", 75, 6-3, 185
"Bill Curley", 81, 6-9, 220
"Dell Curry", 76, 6-4, 190
"Michael Curry", 77, 6-5, 210
"Erick Dampier", 83, 6-11, 265
"Antonio Daniels", 76, 6-4, 195
"Kornel David", 81, 6-9, 235
"Antonio Davis", 81, 6-9, 215
"Baron Davis", 75, 6-3, 209
"Dale Davis", 83, 6-11, 230
"Emanual Davis", 76, 6-4, 195
"Hubert Davis", 77, 6-5, 183
"Ricky Davis", 78, 6-6, 195
"Terry Davis", 81, 6-9, 225
"Todd Day", 78, 6-6, 188
"Andrew DeClercq", 82, 6-10, 230
"Vinny Del Negro", 76, 6-4, 185
"Tony Delk", 73, 6-1, 189
"Derrick Dial", 76, 6-4, 184
"Michael Dickerson", 77, 6-5, 190
"Vlade Divac", 85, 7-1, 243
"Michael Doleac", 83, 6-11, 262
"Keyon Dooling", 75, 6-3, 196
"Sherman Douglas", 72, 6-0, 180
"Bryce Drew", 74, 6-2, 185
"Chris Dudley", 83, 6-11, 235
"Tim Duncan", 83, 6-11, 248
"Tyus Edney", 70, 5-10, 152
"Kevin Edwards", 75, 6-3, 190
"Howard Eisley", 74, 6-2, 177
"Obinna Ekezie", 81, 6-9, 270
"Khalid El-Amin", 70, 5-10, 200
"Mario Elie", 77, 6-5, 210
"Sean Elliott", 80, 6-8, 205
"LaPhonso Ellis", 80, 6-8, 240
"Pervis Ellison", 81, 6-9, 210
"Evan Eschmeyer", 83, 6-11, 255
"Patrick Ewing", 84, 7-0, 240
"Jamie Feick", 81, 6-9, 255
"Danny Ferry", 82, 6-10, 230
"Michael Finley", 79, 6-7, 215
"Derek Fisher", 73, 6-1, 200
"Marcus Fizer", 81, 6-9, 262
"Danny Fortson", 79, 6-7, 260
"Greg Foster", 83, 6-11, 240
"Jeff Foster", 83, 6-11, 236
"Rick Fox", 79, 6-7, 230
"Adonal Foyle", 82, 6-10, 250
"Steve Francis", 75, 6-3, 195
"Todd Fuller", 83, 6-11, 255
"Lawrence Funderburke", 81, 6-9, 230
"Ruben Garces", 81, 6-9, 245
"Chris Garner", 70, 5-10, 156
"Kevin Garnett", 83, 6-11, 220
"Dean Garrett", 82, 6-10, 225
"Pat Garrity", 81, 6-9, 238
"Chris Gatling", 82, 6-10, 220
"Matt Geiger", 84, 7-0, 243
"Devean George", 80, 6-8, 220
"Eddie Gill", 72, 6-0, 190
"Kendall Gill", 77, 6-5, 195
"Dion Glover", 77, 6-5, 228
"Anthony Goldwire", 73, 6-1, 182
"Steve Goodrich", 82, 6-10, 220
"Brian Grant", 81, 6-9, 254
"Gary Grant", 75, 6-3, 185
"Horace Grant", 82, 6-10, 215
"A.C. Green", 81, 6-9, 220
"Adrian Griffin", 77, 6-5, 217
"Tom Gugliotta", 82, 6-10, 240
"A.J. Guyton", 73, 6-1, 180
"Darvin Ham", 79, 6-7, 220
"Richard Hamilton", 78, 6-6, 185
"Zendon Hamilton", 83, 6-11, 250
"Tom Hammonds", 81, 6-9, 215
"Anfernee Hardaway", 79, 6-7, 195
"Tim Hardaway", 72, 6-0, 175
"Ron Harper", 78, 6-6, 185
"Matt Harpring", 79, 6-7, 231
"Al Harrington", 81, 6-9, 230
"Othella Harrington", 81, 6-9, 235
"Lucious Harris", 77, 6-5, 190
"Jason Hart", 75, 6-3, 185
"Antonio Harvey", 83, 6-11, 225
"Donnell Harvey", 80, 6-8, 220
"Hersey Hawkins", 75, 6-3, 190
"Michael Hawkins", 72, 6-0, 178
"Alan Henderson", 81, 6-9, 235
"Cedric Henderson", 79, 6-7, 215
"Chris Herren", 74, 6-2, 197
"Grant Hill", 80, 6-8, 225
"Tyrone Hill", 81, 6-9, 240
"Fred Hoiberg", 76, 6-4, 203
"Robert Horry", 81, 6-9, 220
"Eddie House", 73, 6-1, 180
"Allan Houston", 78, 6-6, 200
"Juwan Howard", 81, 6-9, 240
"Troy Hudson", 73, 6-1, 170
"Larry Hughes", 77, 6-5, 184
"Lindsey Hunter", 74, 6-2, 170
"Zydrunas Ilgauskas", 87, 7-3, 238
"Allen Iverson", 72, 6-0, 165
"Bobby Jackson", 73, 6-1, 185
"Jaren Jackson", 76, 6-4, 190
"Jim Jackson", 78, 6-6, 220
"Marc Jackson", 82, 6-10, 270
"Mark Jackson", 73, 6-1, 180
"Stephen Jackson", 80, 6-8, 218
"Sam Jacobson", 76, 6-4, 215
"Tim James", 79, 6-7, 212
"Antawn Jamison", 80, 6-8, 223
"Anthony Johnson", 75, 6-3, 190
"Avery Johnson", 70, 5-10, 175
"DerMarr Johnson", 81, 6-9, 201
"Ervin Johnson", 83, 6-11, 245
"Larry Johnson", 78, 6-6, 250
"Damon Jones", 75, 6-3, 185
"Eddie Jones", 78, 6-6, 190
"Jumaine Jones", 80, 6-8, 218
"Popeye Jones", 80, 6-8, 250
"Garth Joseph", 86, 7-2, 315
"Adam Keefe", 81, 6-9, 230
"Shawn Kemp", 82, 6-10, 230
"Steve Kerr", 75, 6-3, 175
"Jerome Kersey", 79, 6-7, 215
"Lari Ketner", 81, 6-9, 277
"Jason Kidd", 76, 6-4, 205
"Gerard King", 81, 6-9, 230
"Brevin Knight", 70, 5-10, 173
"Travis Knight", 84, 7-0, 235
"Toni Kukoc", 82, 6-10, 192
"Christian Laettner", 83, 6-11, 235
"Raef LaFrentz", 83, 6-11, 240
"Trajan Langdon", 75, 6-3, 197
"Dan Langhi", 83, 6-11, 220
"Voshon Lenard", 76, 6-4, 205
"Quincy Lewis", 79, 6-7, 215
"Rashard Lewis", 82, 6-10, 215
"Randy Livingston", 76, 6-4, 209
"Art Long", 81, 6-9, 250
"Grant Long", 80, 6-8, 225
"Luc Longley", 86, 7-2, 265
"Felipe Lopez", 77, 6-5, 199
"Tyronn Lue", 72, 6-0, 175
"George Lynch", 80, 6-8, 218
"Todd MacCulloch", 84, 7-0, 280
"Don MacLean", 82, 6-10, 235
"Mark Madsen", 81, 6-9, 240
"Corey Maggette", 78, 6-6, 218
"Jamaal Magloire", 83, 6-11, 259
"Dan Majerle", 78, 6-6, 215
"Karl Malone", 81, 6-9, 250
"Matt Maloney", 75, 6-3, 192
"Danny Manning", 82, 6-10, 230
"Stephon Marbury", 74, 6-2, 180
"Shawn Marion", 79, 6-7, 220
"Donyell Marshall", 81, 6-9, 218
"Darrick Martin", 71, 5-11, 170
"Kenyon Martin", 81, 6-9, 234
"Jamal Mashburn", 80, 6-8, 240
"Anthony Mason", 79, 6-7, 250
"Desmond Mason", 79, 6-7, 224
"Tony Massenburg", 81, 6-9, 220
"Vernon Maxwell", 76, 6-4, 180
"Walter McCarty", 82, 6-10, 230
"Dan McClintock", 84, 7-0, 270
"George McCloud", 78, 6-6, 205
"Jelani McCoy", 82, 6-10, 245
"Antonio McDyess", 81, 6-9, 220
"Tracy McGrady", 80, 6-8, 210
"Jim McIlvaine", 85, 7-1, 240
"Jeff McInnis", 76, 6-4, 190
"Derrick McKey", 81, 6-9, 205
"Aaron McKie", 77, 6-5, 209
"Roshown McLeod", 80, 6-8, 221
"Paul McPherson", 76, 6-4, 210
"Stanislav Medvedenko", 82, 6-10, 250
"Ron Mercer", 79, 6-7, 210
"Chris Mihm", 84, 7-0, 265
"Darius Miles", 81, 6-9, 210
"Andre Miller", 74, 6-2, 200
"Anthony Miller", 81, 6-9, 225
"Brad Miller", 83, 6-11, 244
"Mike Miller", 80, 6-8, 218
"Reggie Miller", 79, 6-7, 185
"Chris Mills", 78, 6-6, 215
"Terry Mills", 82, 6-10, 230
"Sam Mitchell", 78, 6-6, 210
"Cuttino Mobley", 76, 6-4, 190
"Nazr Mohammed", 82, 6-10, 221
"Jerome Moiso", 82, 6-10, 235
"Eric Montross", 84, 7-0, 270
"Mikki Moore", 83, 6-11, 225
"Hanno Mottola", 83, 6-11, 247
"Alonzo Mourning", 82, 6-10, 240
"Chris Mullin", 78, 6-6, 200
"Lamond Murray", 79, 6-7, 236
"Tracy Murray", 79, 6-7, 225
"Dikembe Mutombo", 86, 7-2, 245
"Mamadou N'Diaye", 84, 7-0, 255
"Lee Nailon", 81, 6-9, 238
"Eduardo Najera", 80, 6-8, 240
"Steve Nash", 75, 6-3, 195
"Tyrone Nesby", 78, 6-6, 225
"Rasho Nesterovic", 84, 7-0, 248
"Ira Newble", 79, 6-7, 220
"Johnny Newman", 79, 6-7, 190
"Moochie Norris", 73, 6-1, 175
"Dirk Nowitzki", 84, 7-0, 237
"Jermaine O'Neal", 83, 6-11, 226
"Shaquille O'Neal", 85, 7-1, 325
"Charles Oakley", 80, 6-8, 225
"Lamar Odom", 82, 6-10, 220
"Hakeem Olajuwon", 84, 7-0, 255
"Kevin Ollie", 76, 6-4, 195
"Michael Olowokandi", 84, 7-0, 269
"Greg Ostertag", 86, 7-2, 280
"Bo Outlaw", 80, 6-8, 210
"Doug Overton", 75, 6-3, 190
"Billy Owens", 80, 6-8, 220
"Olumide Oyedeji", 82, 6-10, 240
"Robert Pack", 74, 6-2, 180
"Scott Padgett", 81, 6-9, 240
"Milt Palacio", 75, 6-3, 195
"Andy Panko", 81, 6-9, 222
"Cherokee Parks", 83, 6-11, 235
"Ruben Patterson", 77, 6-5, 224
"Gary Payton", 76, 6-4, 180
"Anthony Peeler", 76, 6-4, 208
"Mike Penberthy", 75, 6-3, 185
"Will Perdue", 84, 7-0, 240
"Sam Perkins", 81, 6-9, 235
"Elliot Perry", 72, 6-0, 150
"Wesley Person", 78, 6-6, 195
"Morris Peterson", 79, 6-7, 218
"Eric Piatkowski", 79, 6-7, 215
"Paul Pierce", 78, 6-6, 230
"Scottie Pippen", 80, 6-8, 210
"Scot Pollard", 83, 6-11, 265
"Olden Polynice", 83, 6-11, 220
"Mark Pope", 82, 6-10, 235
"Chris Porter", 79, 6-7, 218
"Terry Porter", 75, 6-3, 195
"James Posey", 80, 6-8, 215
"Lavor Postell", 77, 6-5, 215
"Vitaly Potapenko", 82, 6-10, 280
"Brent Price", 73, 6-1, 165
"Laron Profit", 77, 6-5, 204
"Joel Przybilla", 85, 7-1, 255
"Theo Ratliff", 82, 6-10, 225
"Eldridge Recasner", 75, 6-3, 190
"Michael Redd", 78, 6-6, 220
"Bryant Reeves", 84, 7-0, 275
"Don Reid", 80, 6-8, 250
"J.R. Reid", 81, 6-9, 247
"Glen Rice", 79, 6-7, 215
"Quentin Richardson", 78, 6-6, 223
"Mitch Richmond", 77, 6-5, 215
"Isaiah Rider", 77, 6-5, 215
"Terrance Roberson", 79, 6-7, 215
"Clifford Robinson", 82, 6-10, 225
"David Robinson", 85, 7-1, 235
"Eddie Robinson", 80, 6-8, 210
"Glenn Robinson", 79, 6-7, 225
"Jamal Robinson", 79, 6-7, 212
"James Robinson", 74, 6-2, 180
"Larry Robinson", 75, 6-3, 180
"Carlos Rogers", 83, 6-11, 220
"Rodney Rogers", 79, 6-7, 235
"Sean Rooks", 82, 6-10, 250
"Jalen Rose", 80, 6-8, 210
"Malik Rose", 79, 6-7, 250
"Michael Ruffin", 81, 6-9, 246
"Bryon Russell", 79, 6-7, 225
"Arvydas Sabonis", 87, 7-3, 279
"Soumaila Samake", 84, 7-0, 230
"Pepe Sanchez", 76, 6-4, 195
"Daniel Santiago", 85, 7-1, 256
"Detlef Schrempf", 81, 6-9, 214
"Shawnelle Scott", 82, 6-10, 250
"Brian Shaw", 78, 6-6, 190
"Brian Skinner", 81, 6-9, 255
"Reggie Slater", 79, 6-7, 215
"Jabari Smith", 83, 6-11, 250
"Joe Smith", 82, 6-10, 225
"Michael Smith", 80, 6-8, 230
"Mike Smith", 80, 6-8, 195
"Steve Smith", 79, 6-7, 200
"Tony Smith", 75, 6-3, 185
"Eric Snow", 75, 6-3, 190
"Felton Spencer", 84, 7-0, 265
"Latrell Sprewell", 77, 6-5, 190
"Jerry Stackhouse", 78, 6-6, 218
"John Starks", 75, 6-3, 180
"Vladimir Stepania", 84, 7-0, 236
"DeShawn Stevenson", 77, 6-5, 210
"Michael Stewart", 82, 6-10, 230
"Bryant Stith", 77, 6-5, 208
"John Stockton", 73, 6-1, 170
"Peja Stojakovic", 81, 6-9, 220
"Damon Stoudamire", 70, 5-10, 171
"Erick Strickland", 75, 6-3, 210
"Mark Strickland", 81, 6-9, 210
"Rod Strickland", 75, 6-3, 175
"Derek Strong", 80, 6-8, 220
"Bruno Sundov", 86, 7-2, 220
"Bob Sura", 77, 6-5, 200
"Stromile Swift", 81, 6-9, 225
"Wally Szczerbiak", 79, 6-7, 244
"Zan Tabak", 84, 7-0, 245
"Dragan Tarlac", 82, 6-10, 260
"Maurice Taylor", 81, 6-9, 260
"Jason Terry", 74, 6-2, 176
"Jamel Thomas", 78, 6-6, 215
"Kenny Thomas", 79, 6-7, 261
"Kurt Thomas", 81, 6-9, 230
"Tim Thomas", 82, 6-10, 230
"Otis Thorpe", 81, 6-9, 225
"Robert Traylor", 80, 6-8, 284
"Gary Trent", 80, 6-8, 250
"Jake Tsakalidis", 86, 7-2, 285
"Hedo Turkoglu", 82, 6-10, 220
"Nick Van Exel", 73, 6-1, 170
"Keith Van Horn", 82, 6-10, 220
"David Vanterpool", 77, 6-5, 200
"Jacque Vaughn", 73, 6-1, 190
"Loy Vaught", 81, 6-9, 230
"Jake Voskuhl", 83, 6-11, 245
"Antoine Walker", 80, 6-8, 224
"Samaki Walker", 81, 6-9, 240
"Ben Wallace", 81, 6-9, 240
"John Wallace", 80, 6-8, 225
"Rasheed Wallace", 82, 6-10, 225
"Charlie Ward", 74, 6-2, 190
"Clarence Weatherspoon", 78, 6-6, 240
"Chris Webber", 81, 6-9, 245
"Bonzi Wells", 77, 6-5, 210
"David Wesley", 72, 6-0, 190
"Doug West", 78, 6-6, 200
"Jahidi White", 81, 6-9, 290
"Chris Whitney", 72, 6-0, 168
"Aaron Williams", 81, 6-9, 220
"Alvin Williams", 77, 6-5, 185
"Eric Williams", 80, 6-8, 220
"Jason Williams", 73, 6-1, 190
"Jerome Williams", 81, 6-9, 206
"Monty Williams", 80, 6-8, 225
"Scott Williams", 82, 6-10, 230
"Shammond Williams", 73, 6-1, 201
"Walt Williams", 80, 6-8, 219
"Corliss Williamson", 79, 6-7, 245
"Kevin Willis", 84, 7-0, 220
"David Wingate", 77, 6-5, 185
"Ruben Wolkowyski", 82, 6-10, 270
"Metta World Peace", 78, 6-6, 244
"Lorenzen Wright", 83, 6-11, 225
"Wang Zhizhi", 84, 7-0, 255
