"Name", Height (Inches), Height(Feet-Inches), Weight
"Tariq Abdul-Wahad", 78, 6-6, 223
"Shareef Abdur-Rahim", 81, 6-9, 225
"Cory Alexander", 73, 6-1, 185
"Ray Allen", 77, 6-5, 205
"Peter Aluma", 82, 6-10, 260
"Derek Anderson", 77, 6-5, 194
"Kenny Anderson", 72, 6-0, 168
"Nick Anderson", 78, 6-6, 205
"Shandon Anderson", 78, 6-6, 208
"Chris Anstey", 84, 7-0, 249
"Greg Anthony", 72, 6-0, 176
"B.J. Armstrong", 74, 6-2, 175
"Darrell Armstrong", 72, 6-0, 170
"Keith Askins", 79, 6-7, 197
"Stacey Augmon", 78, 6-6, 205
"Isaac Austin", 82, 6-10, 255
"Anthony Avent", 81, 6-9, 235
"Thurl Bailey", 83, 6-11, 215
"Toby Bailey", 78, 6-6, 213
"LaMark Baker", 73, 6-1, 175
"Vin Baker", 83, 6-11, 232
"Charles Barkley", 78, 6-6, 252
"Dana Barros", 71, 5-11, 163
"Brent Barry", 78, 6-6, 185
"Drew Barry", 77, 6-5, 191
"Jon Barry", 76, 6-4, 195
"Tony Battie", 83, 6-11, 230
"Corey Beck", 73, 6-1, 190
"Benoit Benjamin", 84, 7-0, 250
"Corey Benjamin", 78, 6-6, 200
"Mario Bennett", 78, 6-6, 235
"Travis Best", 71, 5-11, 182
"Mike Bibby", 73, 6-1, 190
"Chauncey Billups", 75, 6-3, 202
"Mookie Blaylock", 72, 6-0, 180
"Corie Blount", 81, 6-9, 240
"Muggsy Bogues", 63, 5-3, 136
"Etdrick Bohannon", 81, 6-9, 220
"Keith Booth", 78, 6-6, 226
"Bruce Bowen", 79, 6-7, 185
"Earl Boykins", 65, 5-5, 135
"Shawn Bradley", 90, 7-6, 235
"Terrell Brandon", 71, 5-11, 180
"Chucky Brown", 79, 6-7, 214
"Dee Brown", 73, 6-1, 160
"Gerald Brown", 76, 6-4, 210
"P.J. Brown", 83, 6-11, 225
"Randy Brown", 74, 6-2, 190
"Rick Brunson", 76, 6-4, 190
"Kobe Bryant", 78, 6-6, 200
"Mark Bryant", 81, 6-9, 245
"Jud Buechler", 78, 6-6, 220
"Matt Bullard", 82, 6-10, 215
"Scott Burrell", 79, 6-7, 218
"Willie Burton", 80, 6-8, 210
"Mitchell Butler", 77, 6-5, 210
"Jason Caffey", 80, 6-8, 255
"Marcus Camby", 83, 6-11, 220
"Elden Campbell", 83, 6-11, 215
"Antoine Carr", 81, 6-9, 225
"Chris Carr", 77, 6-5, 207
"Cory Carr", 75, 6-3, 210
"Vince Carter", 78, 6-6, 215
"Sam Cassell", 75, 6-3, 185
"Kelvin Cato", 83, 6-11, 255
"Duane Causwell", 84, 7-0, 240
"Cedric Ceballos", 78, 6-6, 190
"Rex Chapman", 76, 6-4, 185
"Calbert Cheaney", 79, 6-7, 209
"Pete Chilcutt", 82, 6-10, 230
"Chris Childs", 75, 6-3, 195
"Doug Christie", 78, 6-6, 200
"Keon Clark", 83, 6-11, 220
"Keith Closs", 87, 7-3, 212
"John Coker", 84, 7-0, 253
"Derrick Coleman", 82, 6-10, 230
"Bimbo Coles", 73, 6-1, 180
"Marty Conlon", 82, 6-10, 224
"Tyrone Corbin", 78, 6-6, 210
"James Cotton", 77, 6-5, 220
"Chris Crawford", 81, 6-9, 235
"Austin Croshere", 81, 6-9, 235
"John Crotty", 73, 6-1, 185
"Terry Cummings", 81, 6-9, 220
"William Cunningham", 83, 6-11, 250
"Bill Curley", 81, 6-9, 220
"Dell Curry", 76, 6-4, 190
"Michael Curry", 77, 6-5, 210
"Erick Dampier", 83, 6-11, 265
"Antonio Daniels", 76, 6-4, 195
"Kornel David", 81, 6-9, 235
"Antonio Davis", 81, 6-9, 215
"Ben Davis", 81, 6-9, 240
"Dale Davis", 83, 6-11, 230
"Hubert Davis", 77, 6-5, 183
"Mark Davis", 79, 6-7, 210
"Ricky Davis", 78, 6-6, 195
"Terry Davis", 81, 6-9, 225
"Andrew DeClercq", 82, 6-10, 230
"Terry Dehere", 74, 6-2, 190
"Vinny Del Negro", 76, 6-4, 185
"Bison Dele", 81, 6-9, 235
"Tony Delk", 73, 6-1, 189
"Michael Dickerson", 77, 6-5, 190
"Vlade Divac", 85, 7-1, 243
"Michael Doleac", 83, 6-11, 262
"Sherman Douglas", 72, 6-0, 180
"Bryce Drew", 74, 6-2, 185
"Chris Dudley", 83, 6-11, 235
"Joe Dumars", 75, 6-3, 190
"Tim Duncan", 83, 6-11, 248
"Blue Edwards", 76, 6-4, 200
"Howard Eisley", 74, 6-2, 177
"Mario Elie", 77, 6-5, 210
"Sean Elliott", 80, 6-8, 205
"Dale Ellis", 79, 6-7, 205
"LaPhonso Ellis", 80, 6-8, 240
"Brian Evans", 80, 6-8, 220
"Patrick Ewing", 84, 7-0, 240
"Jamie Feick", 81, 6-9, 255
"Duane Ferrell", 79, 6-7, 209
"Danny Ferry", 82, 6-10, 230
"Michael Finley", 79, 6-7, 215
"Derek Fisher", 73, 6-1, 200
"Danny Fortson", 79, 6-7, 260
"Greg Foster", 83, 6-11, 240
"Rick Fox", 79, 6-7, 230
"Adonal Foyle", 82, 6-10, 250
"Todd Fuller", 83, 6-11, 255
"Lawrence Funderburke", 81, 6-9, 230
"Kevin Garnett", 83, 6-11, 220
"Marlon Garnett", 74, 6-2, 186
"Dean Garrett", 82, 6-10, 225
"Pat Garrity", 81, 6-9, 238
"Chris Gatling", 82, 6-10, 220
"Andrew Gaze", 79, 6-7, 205
"Matt Geiger", 84, 7-0, 243
"Kendall Gill", 77, 6-5, 195
"Armen Gilliam", 81, 6-9, 230
"Brian Grant", 81, 6-9, 254
"Gary Grant", 75, 6-3, 185
"Harvey Grant", 80, 6-8, 195
"Horace Grant", 82, 6-10, 215
"Paul Grant", 84, 7-0, 245
"Ed Gray", 75, 6-3, 210
"A.C. Green", 81, 6-9, 220
"Litterial Green", 73, 6-1, 185
"Tom Gugliotta", 82, 6-10, 240
"Tom Hammonds", 81, 6-9, 215
"Anfernee Hardaway", 79, 6-7, 195
"Tim Hardaway", 72, 6-0, 175
"Derek Harper", 76, 6-4, 185
"Ron Harper", 78, 6-6, 185
"Matt Harpring", 79, 6-7, 231
"Al Harrington", 81, 6-9, 230
"Othella Harrington", 81, 6-9, 235
"Lucious Harris", 77, 6-5, 190
"Hersey Hawkins", 75, 6-3, 190
"Michael Hawkins", 72, 6-0, 178
"Alan Henderson", 81, 6-9, 235
"Cedric Henderson", 79, 6-7, 215
"J.R. Henderson", 80, 6-8, 226
"Mark Hendrickson", 81, 6-9, 220
"Steve Henson", 71, 5-11, 177
"Carl Herrera", 81, 6-9, 215
"Grant Hill", 80, 6-8, 225
"Tyrone Hill", 81, 6-9, 240
"Fred Hoiberg", 76, 6-4, 203
"Jerald Honeycutt", 81, 6-9, 245
"Jeff Hornacek", 75, 6-3, 190
"Robert Horry", 81, 6-9, 220
"Allan Houston", 78, 6-6, 200
"Juwan Howard", 81, 6-9, 240
"Troy Hudson", 73, 6-1, 170
"Larry Hughes", 77, 6-5, 184
"Lindsey Hunter", 74, 6-2, 170
"Zydrunas Ilgauskas", 87, 7-3, 238
"Allen Iverson", 72, 6-0, 165
"Bobby Jackson", 73, 6-1, 185
"Jaren Jackson", 76, 6-4, 190
"Jim Jackson", 78, 6-6, 220
"Mark Jackson", 73, 6-1, 180
"Randell Jackson", 83, 6-11, 215
"Sam Jacobson", 76, 6-4, 215
"Jerome James", 84, 7-0, 300
"Antawn Jamison", 80, 6-8, 223
"Anthony Johnson", 75, 6-3, 190
