"Name", Height (Inches), Height(Feet-Inches), Weight
"DeSagana Diop", 84, 7-0, 300
"Vlade Divac", 85, 7-1, 243
"Juan Dixon", 75, 6-3, 164
"Michael Doleac", 83, 6-11, 262
"Keyon Dooling", 75, 6-3, 196
"Predrag Drobnjak", 83, 6-11, 270
"Chris Duhon", 73, 6-1, 185
"Tim Duncan", 83, 6-11, 248
"Mike Dunleavy", 81, 6-9, 220
"Ronald Dupree", 79, 6-7, 209
"Ndudi Ebi", 81, 6-9, 200
"Corsley Edwards", 81, 6-9, 275
"John Edwards", 84, 7-0, 275
"Howard Eisley", 74, 6-2, 177
"Obinna Ekezie", 81, 6-9, 270
"Francisco Elson", 84, 7-0, 235
"Melvin Ely", 82, 6-10, 260
"Andre Emmett", 77, 6-5, 230
"Maurice Evans", 77, 6-5, 220
"Reggie Evans", 80, 6-8, 245
"Michael Finley", 79, 6-7, 215
"Derek Fisher", 73, 6-1, 200
"Marcus Fizer", 81, 6-9, 262
"Luis Flores", 74, 6-2, 200
"Danny Fortson", 79, 6-7, 260
"Jeff Foster", 83, 6-11, 236
"Tremaine Fowlkes", 80, 6-8, 220
"Adonal Foyle", 82, 6-10, 250
"Richie Frahm", 77, 6-5, 210
"Steve Francis", 75, 6-3, 195
"Matt Freije", 82, 6-10, 240
"Lawrence Funderburke", 81, 6-9, 230
"Dan Gadzuric", 83, 6-11, 240
"Reece Gaines", 78, 6-6, 205
"Alex Garcia", 75, 6-3, 220
"Kevin Garnett", 83, 6-11, 220
"Pat Garrity", 81, 6-9, 238
"Pau Gasol", 84, 7-0, 227
"Devean George", 80, 6-8, 220
"Eddie Gill", 72, 6-0, 190
"Kendall Gill", 77, 6-5, 195
"Manu Ginobili", 78, 6-6, 210
"Gordan Giricek", 78, 6-6, 210
"Dion Glover", 77, 6-5, 228
"Anthony Goldwire", 73, 6-1, 182
"Drew Gooden", 82, 6-10, 230
"Ben Gordon", 75, 6-3, 200
"Brian Grant", 81, 6-9, 254
"Willie Green", 76, 6-4, 200
"Adrian Griffin", 77, 6-5, 217
"Eddie Griffin", 82, 6-10, 220
"Tom Gugliotta", 82, 6-10, 240
"Marcus Haislip", 82, 6-10, 230
"Darvin Ham", 79, 6-7, 220
"Richard Hamilton", 78, 6-6, 185
"Zendon Hamilton", 83, 6-11, 250
"Ben Handlogten", 82, 6-10, 240
"Anfernee Hardaway", 79, 6-7, 195
"Matt Harpring", 79, 6-7, 231
"Al Harrington", 81, 6-9, 230
"Junior Harrington", 76, 6-4, 180
"Othella Harrington", 81, 6-9, 235
"Devin Harris", 75, 6-3, 185
"Lucious Harris", 77, 6-5, 190
"David Harrison", 84, 7-0, 280
"Jason Hart", 75, 6-3, 185
"Donnell Harvey", 80, 6-8, 220
"Udonis Haslem", 80, 6-8, 230
"Trenton Hassell", 77, 6-5, 200
"Jarvis Hayes", 79, 6-7, 220
"Brendan Haywood", 84, 7-0, 268
"Alan Henderson", 81, 6-9, 235
"Nene", 83, 6-11, 260
"Grant Hill", 80, 6-8, 225
"Kirk Hinrich", 75, 6-3, 190
"Fred Hoiberg", 76, 6-4, 203
"Robert Horry", 81, 6-9, 220
"Eddie House", 73, 6-1, 180
"Allan Houston", 78, 6-6, 200
"Dwight Howard", 83, 6-11, 240
"Josh Howard", 79, 6-7, 210
"Juwan Howard", 81, 6-9, 240
"Troy Hudson", 73, 6-1, 170
"Larry Hughes", 77, 6-5, 184
"Ryan Humphrey", 80, 6-8, 235
"Kris Humphries", 81, 6-9, 235
"Brandon Hunter", 79, 6-7, 260
"Lindsey Hunter", 74, 6-2, 170
"Steven Hunter", 84, 7-0, 220
"Andre Iguodala", 78, 6-6, 207
"Zydrunas Ilgauskas", 87, 7-3, 238
"Didier Ilunga-Mbenga", 84, 7-0, 245
"Allen Iverson", 72, 6-0, 165
"Royal Ivey", 75, 6-3, 200
"Bobby Jackson", 73, 6-1, 185
"Jermaine Jackson", 76, 6-4, 204
"Jim Jackson", 78, 6-6, 220
"Luke Jackson", 79, 6-7, 215
"Marc Jackson", 82, 6-10, 270
"Stephen Jackson", 80, 6-8, 218
"Casey Jacobsen", 78, 6-6, 215
"Jerome James", 84, 7-0, 300
"LeBron James", 80, 6-8, 240
"Mike James", 74, 6-2, 188
"Antawn Jamison", 80, 6-8, 223
"Marko Jaric", 79, 6-7, 198
"Al Jefferson", 82, 6-10, 265
"Richard Jefferson", 79, 6-7, 222
"Jared Jeffries", 83, 6-11, 230
"Horace Jenkins", 73, 6-1, 180
"Britton Johnsen", 82, 6-10, 210
"Anthony Johnson", 75, 6-3, 190
"DerMarr Johnson", 81, 6-9, 201
"Ervin Johnson", 83, 6-11, 245
"Joe Johnson", 80, 6-8, 225
"Linton Johnson", 80, 6-8, 205
"Dahntay Jones", 78, 6-6, 210
"Damon Jones", 75, 6-3, 185
"Eddie Jones", 78, 6-6, 190
"Fred Jones", 76, 6-4, 210
"James Jones", 80, 6-8, 225
"Jumaine Jones", 80, 6-8, 218
"Mark Jones", 78, 6-6, 215
"Chris Kaman", 84, 7-0, 268
"Jason Kapono", 80, 6-8, 213
"Mario Kasun", 85, 7-1, 260
"Viktor Khryapa", 81, 6-9, 210
"Jason Kidd", 76, 6-4, 205
"Andrei Kirilenko", 81, 6-9, 220
"Kerry Kittles", 77, 6-5, 179
"Brandin Knight", 72, 6-0, 180
"Brevin Knight", 70, 5-10, 173
"Kyle Korver", 79, 6-7, 210
"Nenad Krstic", 84, 7-0, 240
"Toni Kukoc", 82, 6-10, 192
"Ibo Kutluay", 78, 6-6, 200
"Christian Laettner", 83, 6-11, 235
"Raef LaFrentz", 83, 6-11, 240
"Maciej Lampe", 83, 6-11, 275
"Voshon Lenard", 76, 6-4, 205
"Rashard Lewis", 82, 6-10, 215
"Randy Livingston", 76, 6-4, 209
"Shaun Livingston", 79, 6-7, 182
"Raul Lopez", 73, 6-1, 170
"Tyronn Lue", 72, 6-0, 175
"George Lynch", 80, 6-8, 218
"Mark Madsen", 81, 6-9, 240
"Corey Maggette", 78, 6-6, 218
"Jamaal Magloire", 83, 6-11, 259
"Stephon Marbury", 74, 6-2, 180
"Shawn Marion", 79, 6-7, 220
"Sean Marks", 82, 6-10, 250
"Donyell Marshall", 81, 6-9, 218
"Darrick Martin", 71, 5-11, 170
"Kenyon Martin", 81, 6-9, 234
"Kevin Martin", 79, 6-7, 185
"Desmond Mason", 79, 6-7, 224
"Tony Massenburg", 81, 6-9, 220
"Walter McCarty", 82, 6-10, 230
"Jelani McCoy", 82, 6-10, 245
"Antonio McDyess", 81, 6-9, 220
"Tracy McGrady", 80, 6-8, 210
"Jeff McInnis", 76, 6-4, 190
"Aaron McKie", 77, 6-5, 209
"Keith McLeod", 74, 6-2, 188
"Stanislav Medvedenko", 82, 6-10, 250
"Ron Mercer", 79, 6-7, 210
"Chris Mihm", 84, 7-0, 265
"Darius Miles", 81, 6-9, 210
"Darko Milicic", 84, 7-0, 250
"Andre Miller", 74, 6-2, 200
"Anthony Miller", 81, 6-9, 225
"Brad Miller", 83, 6-11, 244
"Mike Miller", 80, 6-8, 218
"Reggie Miller", 79, 6-7, 185
"Yao Ming", 90, 7-6, 310
"Cuttino Mobley", 76, 6-4, 190
"Nazr Mohammed", 82, 6-10, 221
"Jerome Moiso", 82, 6-10, 235
"Mikki Moore", 83, 6-11, 225
"Alonzo Mourning", 82, 6-10, 240
"Troy Murphy", 83, 6-11, 245
"Lamond Murray", 79, 6-7, 236
"Ronald Murray", 76, 6-4, 190
"Dikembe Mutombo", 86, 7-2, 245
"Mamadou N'Diaye", 84, 7-0, 255
"Bostjan Nachbar", 81, 6-9, 221
"Lee Nailon", 81, 6-9, 238
"Eduardo Najera", 80, 6-8, 240
"Steve Nash", 75, 6-3, 195
"Jameer Nelson", 72, 6-0, 190
"Rasho Nesterovic", 84, 7-0, 248
"Ira Newble", 79, 6-7, 220
"Andres Nocioni", 79, 6-7, 225
"Moochie Norris", 73, 6-1, 175
"Dirk Nowitzki", 84, 7-0, 237
"Jermaine O'Neal", 83, 6-11, 226
"Shaquille O'Neal", 85, 7-1, 325
"Lamar Odom", 82, 6-10, 220
"Emeka Okafor", 82, 6-10, 252
"Mehmet Okur", 83, 6-11, 249
"Kevin Ollie", 76, 6-4, 195
"Michael Olowokandi", 84, 7-0, 269
"Greg Ostertag", 86, 7-2, 280
"Bo Outlaw", 80, 6-8, 210
"Travis Outlaw", 81, 6-9, 210
"Zaza Pachulia", 83, 6-11, 240
"Scott Padgett", 81, 6-9, 240
"Milt Palacio", 75, 6-3, 195
"Jannero Pargo", 73, 6-1, 175
"Smush Parker", 76, 6-4, 190
"Tony Parker", 74, 6-2, 180
"Ruben Patterson", 77, 6-5, 224
"Sasha Pavlovic", 80, 6-8, 220
"Gary Payton", 76, 6-4, 180
"Anthony Peeler", 76, 6-4, 208
"Kirk Penney", 77, 6-5, 220
"Kendrick Perkins", 82, 6-10, 280
"Wesley Person", 78, 6-6, 195
"Morris Peterson", 79, 6-7, 218
"Eric Piatkowski", 79, 6-7, 215
"Paul Pierce", 78, 6-6, 230
"Mickael Pietrus", 78, 6-6, 215
"Zoran Planinic", 79, 6-7, 195
"Pavel Podkolzin", 89, 7-5, 260
"Scot Pollard", 83, 6-11, 265
"Mark Pope", 82, 6-10, 235
"James Posey", 80, 6-8, 215
"Vitaly Potapenko", 82, 6-10, 280
"Tayshaun Prince", 81, 6-9, 215
"Laron Profit", 77, 6-5, 204
"Joel Przybilla", 85, 7-1, 255
"Vladimir Radmanovic", 82, 6-10, 227
"Aleksandar Radojevic", 87, 7-3, 250
"Peter John Ramos", 87, 7-3, 275
"Zach Randolph", 81, 6-9, 253
"Theo Ratliff", 82, 6-10, 225
"Zeljko Rebraca", 84, 7-0, 257
"Michael Redd", 78, 6-6, 220
"Justin Reed", 80, 6-8, 240
"Jared Reiner", 83, 6-11, 255
"Jason Richardson", 78, 6-6, 220
"Quentin Richardson", 78, 6-6, 223
"Luke Ridnour", 74, 6-2, 175
"Bernard Robinson", 78, 6-6, 210
"Clifford Robinson", 82, 6-10, 225
"Glenn Robinson", 79, 6-7, 225
"Rodney Rogers", 79, 6-7, 235
"Jalen Rose", 80, 6-8, 210
"Malik Rose", 79, 6-7, 250
"Quinton Ross", 78, 6-6, 195
"Michael Ruffin", 81, 6-9, 246
"Kareem Rush", 78, 6-6, 215
"Bryon Russell", 79, 6-7, 225
"John Salmons", 79, 6-7, 210
"Jamal Sampson", 83, 6-11, 235
"Daniel Santiago", 85, 7-1, 256
"Brian Scalabrine", 81, 6-9, 241
"Ansu Sesay", 81, 6-9, 225
"Ha Seung-Jin", 87, 7-3, 305
"Paul Shirley", 82, 6-10, 230
"Bobby Simmons", 79, 6-7, 210
"Brian Skinner", 81, 6-9, 255
"Tamar Slay", 80, 6-8, 215
"Donta Smith", 79, 6-7, 215
"J.R. Smith", 78, 6-6, 220
"Jabari Smith", 83, 6-11, 250
"Joe Smith", 82, 6-10, 225
"Josh Smith", 81, 6-9, 225
"Steve Smith", 79, 6-7, 200
"Theron Smith", 80, 6-8, 225
"Eric Snow", 75, 6-3, 190
"Kirk Snyder", 78, 6-6, 225
"Darius Songaila", 81, 6-9, 248
"Pape Sow", 82, 6-10, 250
"Latrell Sprewell", 77, 6-5, 190
"Jerry Stackhouse", 78, 6-6, 218
"DeShawn Stevenson", 77, 6-5, 210
"Michael Stewart", 82, 6-10, 230
"Peja Stojakovic", 81, 6-9, 220
"Awvee Storey", 78, 6-6, 222
"Damon Stoudamire", 70, 5-10, 171
"Amar'e Stoudemire", 82, 6-10, 245
"Erick Strickland", 75, 6-3, 210
"Rod Strickland", 75, 6-3, 175
"Bruno Sundov", 86, 7-2, 220
"Bob Sura", 77, 6-5, 200
"Mike Sweetney", 80, 6-8, 275
"Robert Swift", 84, 7-0, 245
"Stromile Swift", 81, 6-9, 225
"Wally Szczerbiak", 79, 6-7, 244
"Yuta Tabuse", 69, 5-9, 165
"Maurice Taylor", 81, 6-9, 260
"Sebastian Telfair", 72, 6-0, 165
"Jason Terry", 74, 6-2, 176
"Billy Thomas", 76, 6-4, 208
"Etan Thomas", 81, 6-9, 256
"James Thomas", 80, 6-8, 235
"John Thomas", 81, 6-9, 265
"Kenny Thomas", 79, 6-7, 261
"Kurt Thomas", 81, 6-9, 230
"Tim Thomas", 82, 6-10, 230
"Jamaal Tinsley", 75, 6-3, 195
"Robert Traylor", 80, 6-8, 284
"Jake Tsakalidis", 86, 7-2, 285
"Nikoloz Tskitishvili", 84, 7-0, 225
"Hedo Turkoglu", 82, 6-10, 220
"Beno Udrih", 75, 6-3, 205
"Nick Van Exel", 73, 6-1, 170
"Keith Van Horn", 82, 6-10, 220
"Anderson Varejao", 82, 6-10, 230
"Jacque Vaughn", 73, 6-1, 190
"Jake Voskuhl", 83, 6-11, 245
"Jackson Vroman", 82, 6-10, 220
"Sasha Vujacic", 79, 6-7, 193
"Dwyane Wade", 76, 6-4, 212
"Dajuan Wagner", 74, 6-2, 200
"Antoine Walker", 80, 6-8, 224
"Samaki Walker", 81, 6-9, 240
"Ben Wallace", 81, 6-9, 240
"Gerald Wallace", 79, 6-7, 215
"Rasheed Wallace", 82, 6-10, 225
"Luke Walton", 80, 6-8, 235
"Charlie Ward", 74, 6-2, 190
"Earl Watson", 73, 6-1, 195
"Clarence Weatherspoon", 78, 6-6, 240
"Chris Webber", 81, 6-9, 245
"Bonzi Wells", 77, 6-5, 210
"Jiri Welsch", 79, 6-7, 208
"David Wesley", 72, 6-0, 190
"David West", 81, 6-9, 240
"Delonte West", 76, 6-4, 180
"Jahidi White", 81, 6-9, 290
"Rodney White", 81, 6-9, 238
"Chris Wilcox", 82, 6-10, 221
"Damien Wilkins", 78, 6-6, 225
"Mike Wilks", 70, 5-10, 185
"Aaron Williams", 81, 6-9, 220
"Eric Williams", 80, 6-8, 220
"Frank Williams", 75, 6-3, 212
"Jason Williams", 73, 6-1, 190
"Jerome Williams", 81, 6-9, 206
"Mo Williams", 73, 6-1, 185
"Scott Williams", 82, 6-10, 230
"Corliss Williamson", 79, 6-7, 245
"Kevin Willis", 84, 7-0, 220
"Loren Woods", 85, 7-1, 245
"Qyntel Woods", 80, 6-8, 221
"Metta World Peace", 78, 6-6, 244
"Dorell Wright", 79, 6-7, 200
"Lorenzen Wright", 83, 6-11, 225
"Wang Zhizhi", 84, 7-0, 255
