"Name", Height (Inches), Height(Feet-Inches), Weight
"Gary Alcorn", 81, 6-9, 225
"Paul Arizin", 76, 6-4, 190
"Al Attles", 72, 6-0, 175
"Dick Barnett", 76, 6-4, 190
"Elgin Baylor", 77, 6-5, 225
"Ernie Beck", 76, 6-4, 190
"Whitey Bell", 72, 6-0, 180
"Al Bianchi", 75, 6-3, 185
"Bucky Bockhorn", 76, 6-4, 200
"Bob Boozer", 80, 6-8, 215
"Carl Braun", 77, 6-5, 180
"Dave Budd", 78, 6-6, 205
"Barney Cable", 79, 6-7, 175
"Wilt Chamberlain", 85, 7-1, 275
"Gene Conley", 80, 6-8, 225
"Ed Conlin", 77, 6-5, 200
"Larry Costello", 73, 6-1, 186
"Bob Cousy", 73, 6-1, 175
"Ralph Davis", 76, 6-4, 180
"Archie Dees", 80, 6-8, 205
"Walter Dukes", 84, 7-0, 220
"Wayne Embry", 80, 6-8, 240
"Mike Farmer", 79, 6-7, 210
"Ray Felix", 83, 6-11, 220
"Al Ferrari", 76, 6-4, 190
"Bob Ferry", 80, 6-8, 230
"Larry Foust", 81, 6-9, 215
"Dave Gambee", 78, 6-6, 215
"Dick Garmaker", 75, 6-3, 200
"Jack George", 74, 6-2, 190
"Tom Gola", 78, 6-6, 205
"Joe Graboski", 79, 6-7, 195
"Johnny Green", 77, 6-5, 200
"Si Green", 74, 6-2, 185
"Hal Greer", 74, 6-2, 175
"Gene Guarilia", 77, 6-5, 220
"Richie Guerin", 76, 6-4, 195
"Cliff Hagan", 76, 6-4, 210
"Swede Halbrook", 87, 7-3, 235
"Vern Hatton", 75, 6-3, 195
"Tom Hawkins", 77, 6-5, 210
"Tom Heinsohn", 79, 6-7, 218
"Bailey Howell", 79, 6-7, 210
"Hot Rod Hundley", 76, 6-4, 185
"Darrall Imhoff", 82, 6-10, 220
"Andy Johnson", 77, 6-5, 215
"Ron Johnson", 80, 6-8, 215
"Howie Jolliff", 79, 6-7, 218
"K.C. Jones", 73, 6-1, 200
"Sam Jones", 76, 6-4, 198
"Willie Jones", 75, 6-3, 185
"Phil Jordon", 82, 6-10, 205
"Pickles Kennedy", 71, 5-11, 180
"Red Kerr", 81, 6-9, 230
"Jim Krebs", 80, 6-8, 230
"Fred LaCour", 77, 6-5, 210
"Rudy LaRusso", 79, 6-7, 220
"George Lee", 76, 6-4, 200
"Slick Leonard", 75, 6-3, 185
"Jim Loscutoff", 77, 6-5, 220
"Clyde Lovellette", 81, 6-9, 234
"Johnny McCarthy", 73, 6-1, 185
"Shellie McMillon", 77, 6-5, 205
"Bob McNeill", 73, 6-1, 170
"Jackie Moreland", 79, 6-7, 215
"Willie Naulls", 78, 6-6, 225
"Chuck Noble", 76, 6-4, 190
"Don Ohl", 75, 6-3, 190
"Jim Palmer", 80, 6-8, 224
"Bob Pettit", 81, 6-9, 205
"Dave Piontek", 78, 6-6, 230
"Cal Ramsey", 76, 6-4, 200
"Frank Ramsey", 75, 6-3, 190
"Hub Reed", 81, 6-9, 215
"Joe Roberts", 78, 6-6, 214
"Oscar Robertson", 77, 6-5, 205
"Guy Rodgers", 72, 6-0, 185
"Phil Rollins", 74, 6-2, 185
"Joe Ruklick", 81, 6-9, 220
"Bill Russell", 82, 6-10, 215
"Tom Sanders", 78, 6-6, 210
"Woody Sauldsberry", 79, 6-7, 220
"Dolph Schayes", 79, 6-7, 195
"Kenny Sears", 81, 6-9, 198
"Frank Selvy", 75, 6-3, 180
"Bill Sharman", 73, 6-1, 175
"Gene Shue", 74, 6-2, 170
"Larry Staverman", 79, 6-7, 205
"Jack Twyman", 78, 6-6, 210
"Charlie Tyra", 80, 6-8, 230
"Jerry West", 74, 6-2, 175
"Win Wilfong", 74, 6-2, 185
"Lenny Wilkens", 73, 6-1, 180
