"Name", Height (Inches), Height(Feet-Inches), Weight
"Tariq Abdul-Wahad", 78, 6-6, 223
"Shareef Abdur-Rahim", 81, 6-9, 225
"Cory Alexander", 73, 6-1, 185
"Ray Allen", 77, 6-5, 205
"Rafer Alston", 74, 6-2, 171
"John Amaechi", 82, 6-10, 270
"Derek Anderson", 77, 6-5, 194
"Kenny Anderson", 72, 6-0, 168
"Nick Anderson", 78, 6-6, 205
"Shandon Anderson", 78, 6-6, 208
"Chris Anstey", 84, 7-0, 249
"Greg Anthony", 72, 6-0, 176
"B.J. Armstrong", 74, 6-2, 175
"Darrell Armstrong", 72, 6-0, 170
"Chucky Atkins", 71, 5-11, 160
"Stacey Augmon", 78, 6-6, 205
"Isaac Austin", 82, 6-10, 255
"Anthony Avent", 81, 6-9, 235
"William Avery", 74, 6-2, 197
"Toby Bailey", 78, 6-6, 213
"Vin Baker", 83, 6-11, 232
"Charles Barkley", 78, 6-6, 252
"Dana Barros", 71, 5-11, 163
"Brent Barry", 78, 6-6, 185
"Drew Barry", 77, 6-5, 191
"Jon Barry", 76, 6-4, 195
"Tony Battie", 83, 6-11, 230
"Jonathan Bender", 83, 6-11, 202
"Benoit Benjamin", 84, 7-0, 250
"Corey Benjamin", 78, 6-6, 200
"Mario Bennett", 78, 6-6, 235
"Travis Best", 71, 5-11, 182
"Mike Bibby", 73, 6-1, 190
"Chauncey Billups", 75, 6-3, 202
"Mookie Blaylock", 72, 6-0, 180
"Corie Blount", 81, 6-9, 240
"Muggsy Bogues", 63, 5-3, 136
"Etdrick Bohannon", 81, 6-9, 220
"Calvin Booth", 83, 6-11, 230
"Lazaro Borrell", 80, 6-8, 220
"Cal Bowdler", 82, 6-10, 245
"Bruce Bowen", 79, 6-7, 185
"Ryan Bowen", 79, 6-7, 215
"Ira Bowman", 77, 6-5, 195
"Earl Boykins", 65, 5-5, 135
"Shawn Bradley", 90, 7-6, 235
"A.J. Bramlett", 82, 6-10, 227
"Elton Brand", 80, 6-8, 275
"Terrell Brandon", 71, 5-11, 180
"Chucky Brown", 79, 6-7, 214
"Dee Brown", 73, 6-1, 160
"Marcus Brown", 75, 6-3, 185
"P.J. Brown", 83, 6-11, 225
"Randy Brown", 74, 6-2, 190
"Rick Brunson", 76, 6-4, 190
"Kobe Bryant", 78, 6-6, 200
"Mark Bryant", 81, 6-9, 245
"Greg Buckner", 76, 6-4, 210
"Jud Buechler", 78, 6-6, 220
"Rodney Buford", 77, 6-5, 189
"Matt Bullard", 82, 6-10, 215
"Scott Burrell", 79, 6-7, 218
"Jason Caffey", 80, 6-8, 255
"Michael Cage", 81, 6-9, 224
"Marcus Camby", 83, 6-11, 220
"Elden Campbell", 83, 6-11, 215
"Antoine Carr", 81, 6-9, 225
"Chris Carr", 77, 6-5, 207
"Anthony Carter", 73, 6-1, 190
"Vince Carter", 78, 6-6, 215
"Sam Cassell", 75, 6-3, 185
"Kelvin Cato", 83, 6-11, 255
"Duane Causwell", 84, 7-0, 240
"Cedric Ceballos", 78, 6-6, 190
"John Celestand", 76, 6-4, 178
"Rex Chapman", 76, 6-4, 185
"Calbert Cheaney", 79, 6-7, 209
"Pete Chilcutt", 82, 6-10, 230
"Chris Childs", 75, 6-3, 195
"Doug Christie", 78, 6-6, 200
"Keon Clark", 83, 6-11, 220
"Keith Closs", 87, 7-3, 212
"Derrick Coleman", 82, 6-10, 230
"Bimbo Coles", 73, 6-1, 180
"Marty Conlon", 82, 6-10, 224
"Tyrone Corbin", 78, 6-6, 210
"Chris Crawford", 81, 6-9, 235
"Austin Croshere", 81, 6-9, 235
"John Crotty", 73, 6-1, 185
"Terry Cummings", 81, 6-9, 220
"Vonteego Cummings", 75, 6-3, 185
"Bill Curley", 81, 6-9, 220
"Dell Curry", 76, 6-4, 190
"Michael Curry", 77, 6-5, 210
"Erick Dampier", 83, 6-11, 265
"Antonio Daniels", 76, 6-4, 195
"Kornel David", 81, 6-9, 235
"Antonio Davis", 81, 6-9, 215
"Baron Davis", 75, 6-3, 209
"Ben Davis", 81, 6-9, 240
"Dale Davis", 83, 6-11, 230
"Emanual Davis", 76, 6-4, 195
"Hubert Davis", 77, 6-5, 183
"Mark Davis", 79, 6-7, 210
"Ricky Davis", 78, 6-6, 195
"Todd Day", 78, 6-6, 188
"Andrew DeClercq", 82, 6-10, 230
"Vinny Del Negro", 76, 6-4, 185
"Tony Delk", 73, 6-1, 189
"Derrick Dial", 76, 6-4, 184
"Michael Dickerson", 77, 6-5, 190
"Vlade Divac", 85, 7-1, 243
"Michael Doleac", 83, 6-11, 262
"Sherman Douglas", 72, 6-0, 180
"Bryce Drew", 74, 6-2, 185
"Chris Dudley", 83, 6-11, 235
"Tim Duncan", 83, 6-11, 248
"Howard Eisley", 74, 6-2, 177
"Obinna Ekezie", 81, 6-9, 270
"Mario Elie", 77, 6-5, 210
"Sean Elliott", 80, 6-8, 205
"Dale Ellis", 79, 6-7, 205
"LaPhonso Ellis", 80, 6-8, 240
"Pervis Ellison", 81, 6-9, 210
"Evan Eschmeyer", 83, 6-11, 255
"Patrick Ewing", 84, 7-0, 240
"Tony Farmer", 81, 6-9, 244
"Jamie Feick", 81, 6-9, 255
"Danny Ferry", 82, 6-10, 230
"Michael Finley", 79, 6-7, 215
"Derek Fisher", 73, 6-1, 200
"Danny Fortson", 79, 6-7, 260
"Greg Foster", 83, 6-11, 240
"Jeff Foster", 83, 6-11, 236
"Rick Fox", 79, 6-7, 230
"Adonal Foyle", 82, 6-10, 250
"Steve Francis", 75, 6-3, 195
"Todd Fuller", 83, 6-11, 255
"Lawrence Funderburke", 81, 6-9, 230
"Kevin Garnett", 83, 6-11, 220
"Dean Garrett", 82, 6-10, 225
"Kiwane Garris", 74, 6-2, 183
"Pat Garrity", 81, 6-9, 238
"Chris Gatling", 82, 6-10, 220
"Matt Geiger", 84, 7-0, 243
"Devean George", 80, 6-8, 220
"Kendall Gill", 77, 6-5, 195
"Armen Gilliam", 81, 6-9, 230
"Dion Glover", 77, 6-5, 228
"Brian Grant", 81, 6-9, 254
"Gary Grant", 75, 6-3, 185
"Horace Grant", 82, 6-10, 215
"Devin Gray", 79, 6-7, 240
"A.C. Green", 81, 6-9, 220
"Adrian Griffin", 77, 6-5, 217
"Tom Gugliotta", 82, 6-10, 240
"Darvin Ham", 79, 6-7, 220
"Richard Hamilton", 78, 6-6, 185
"Thomas Hamilton", 86, 7-2, 330
"Tom Hammonds", 81, 6-9, 215
"Anfernee Hardaway", 79, 6-7, 195
"Tim Hardaway", 72, 6-0, 175
"Ron Harper", 78, 6-6, 185
"Matt Harpring", 79, 6-7, 231
"Al Harrington", 81, 6-9, 230
"Othella Harrington", 81, 6-9, 235
"Lucious Harris", 77, 6-5, 190
"Antonio Harvey", 83, 6-11, 225
"Hersey Hawkins", 75, 6-3, 190
"Michael Hawkins", 72, 6-0, 178
"Alan Henderson", 81, 6-9, 235
"Cedric Henderson", 79, 6-7, 215
"Mark Hendrickson", 81, 6-9, 220
"Chris Herren", 74, 6-2, 197
"Grant Hill", 80, 6-8, 225
"Tyrone Hill", 81, 6-9, 240
"Fred Hoiberg", 76, 6-4, 203
"Derek Hood", 80, 6-8, 222
"Jeff Hornacek", 75, 6-3, 190
"Robert Horry", 81, 6-9, 220
"Allan Houston", 78, 6-6, 200
"Juwan Howard", 81, 6-9, 240
"Troy Hudson", 73, 6-1, 170
"Larry Hughes", 77, 6-5, 184
"Rick Hughes", 81, 6-9, 235
"Lindsey Hunter", 74, 6-2, 170
"Allen Iverson", 72, 6-0, 165
