"Name", Height (Inches), Height(Feet-Inches), Weight
"Jerry Eaves", 76, 6-4, 180
"Keith Edmonson", 77, 6-5, 195
"Franklin Edwards", 73, 6-1, 170
"James Edwards", 84, 7-0, 225
"Len Elmore", 81, 6-9, 220
"Chris Engler", 83, 6-11, 245
"Alex English", 79, 6-7, 190
"Julius Erving", 78, 6-6, 200
"Mike Evans", 73, 6-1, 170
"Bruce Flowers", 80, 6-8, 225
"Sleepy Floyd", 75, 6-3, 170
"Phil Ford", 74, 6-2, 175
"World B. Free", 74, 6-2, 185
"Bill Garnett", 81, 6-9, 225
"Calvin Garrett", 79, 6-7, 190
"George Gervin", 79, 6-7, 180
"Artis Gilmore", 86, 7-2, 240
"Mike Glenn", 74, 6-2, 175
"Mike Gminski", 83, 6-11, 250
"Glen Gondrezick", 78, 6-6, 218
"Rickey Green", 72, 6-0, 170
"Dave Greenwood", 81, 6-9, 222
"John Greig", 79, 6-7, 215
"Kevin Grevey", 77, 6-5, 210
"Paul Griffin", 81, 6-9, 205
"Darrell Griffith", 76, 6-4, 190
"Bob Gross", 78, 6-6, 200
"Ernie Grunfeld", 78, 6-6, 210
"Bill Hanzlik", 79, 6-7, 185
"Joe Hassett", 77, 6-5, 180
"Scott Hastings", 82, 6-10, 235
"Steve Hawes", 81, 6-9, 220
"Elvin Hayes", 81, 6-9, 235
"Steve Hayes", 84, 7-0, 205
"Spencer Haywood", 80, 6-8, 225
"Gerald Henderson", 74, 6-2, 175
"Tom Henderson", 75, 6-3, 190
"Rod Higgins", 79, 6-7, 200
"Johnny High", 75, 6-3, 185
"Armond Hill", 76, 6-4, 190
"Craig Hodges", 74, 6-2, 190
"Lionel Hollins", 75, 6-3, 185
"Phil Hubbard", 80, 6-8, 215
"Geoff Huston", 74, 6-2, 175
"Marc Iavaroni", 80, 6-8, 210
"Dan Issel", 81, 6-9, 235
"Tracy Jackson", 78, 6-6, 205
"Clay Johnson", 76, 6-4, 175
"Clemon Johnson", 82, 6-10, 240
"Dennis Johnson", 76, 6-4, 185
"Eddie Johnson", 74, 6-2, 180
"Eddie Johnson", 79, 6-7, 215
"Frank Johnson", 73, 6-1, 185
"George Johnson", 83, 6-11, 205
"George Johnson", 79, 6-7, 210
"Magic Johnson", 80, 6-8, 215
"Marques Johnson", 79, 6-7, 218
"Mickey Johnson", 82, 6-10, 190
"Reggie Johnson", 81, 6-9, 205
"Steve Johnson", 82, 6-10, 235
"Vinnie Johnson", 74, 6-2, 200
"Jim Johnstone", 83, 6-11, 245
"Bobby Jones", 81, 6-9, 210
"Caldwell Jones", 83, 6-11, 217
"Dwight Jones", 82, 6-10, 210
"Edgar Jones", 82, 6-10, 225
"Hutch Jones", 80, 6-8, 190
"Major Jones", 81, 6-9, 225
"Eddie Jordan", 73, 6-1, 170
"Jeff Judkins", 78, 6-6, 185
"Rich Kelley", 84, 7-0, 235
"Clark Kellogg", 79, 6-7, 225
"Greg Kelser", 79, 6-7, 190
"Larry Kenon", 81, 6-9, 205
"Albert King", 78, 6-6, 190
"Bernard King", 79, 6-7, 205
"Reggie King", 78, 6-6, 225
"Billy Knight", 78, 6-6, 195
"Joe Kopicki", 81, 6-9, 240
"Joel Kramer", 79, 6-7, 203
"Sam Lacey", 82, 6-10, 235
"Bill Laimbeer", 83, 6-11, 245
"Jeff Lamp", 78, 6-6, 195
"Mark Landsberger", 80, 6-8, 215
"Bob Lanier", 83, 6-11, 250
"Allen Leavell", 73, 6-1, 170
"Ronnie Lester", 74, 6-2, 175
"Fat Lever", 75, 6-3, 170
"Cliff Levingston", 80, 6-8, 210
"Steve Lingenfelter", 81, 6-9, 225
"Alton Lister", 84, 7-0, 240
"Lewis Lloyd", 78, 6-6, 205
"Scott Lloyd", 82, 6-10, 230
"Kevin Loder", 78, 6-6, 205
"John Long", 77, 6-5, 195
"John Lucas", 75, 6-3, 175
"Maurice Lucas", 81, 6-9, 215
"Rudy Macklin", 79, 6-7, 205
"Kyle Macy", 75, 6-3, 175
"Dave Magley", 80, 6-8, 202
"Rick Mahorn", 82, 6-10, 240
"Moses Malone", 82, 6-10, 215
"Wes Matthews", 73, 6-1, 170
"Cedric Maxwell", 80, 6-8, 205
"Scott May", 79, 6-7, 215
"Bob McAdoo", 81, 6-9, 210
"Hank McDowell", 81, 6-9, 215
"Mike McGee", 77, 6-5, 190
"Kevin McHale", 82, 6-10, 210
"Billy McKinney", 72, 6-0, 160
"Tom McMillen", 83, 6-11, 215
"Mark McNamara", 83, 6-11, 235
"Joe Meriweather", 82, 6-10, 215
"Mike Mitchell", 79, 6-7, 215
"Steve Mix", 79, 6-7, 215
"Paul Mokeski", 84, 7-0, 250
"Sidney Moncrief", 75, 6-3, 180
"Johnny Moore", 73, 6-1, 175
"Lowes Moore", 73, 6-1, 170
"Guy Morgan", 80, 6-8, 205
"Calvin Murphy", 69, 5-9, 165
"Larry Nance", 82, 6-10, 205
"Swen Nater", 83, 6-11, 240
"Calvin Natt", 78, 6-6, 220
"Kenny Natt", 75, 6-3, 185
"Ed Nealy", 79, 6-7, 238
"Chuck Nevitt", 89, 7-5, 217
"Carl Nicks", 73, 6-1, 175
"Kurt Nimphius", 82, 6-10, 218
"Norm Nixon", 74, 6-2, 170
"Audie Norris", 81, 6-9, 230
"Mike O'Koren", 79, 6-7, 207
"Mark Olberding", 80, 6-8, 225
"Jawann Oldham", 84, 7-0, 215
"Louis Orr", 80, 6-8, 175
"Tom Owens", 82, 6-10, 215
"Robert Parish", 84, 7-0, 230
"Billy Paultz", 83, 6-11, 235
"Jim Paxson", 78, 6-6, 200
"Sam Pellom", 81, 6-9, 225
"Roger Phegley", 78, 6-6, 205
"Eddie Phillips", 79, 6-7, 225
"Ricky Pierce", 76, 6-4, 205
"Charles Pittman", 80, 6-8, 220
"Ben Poquette", 81, 6-9, 235
"Kevin Porter", 72, 6-0, 170
"Paul Pressey", 77, 6-5, 185
"Mark Radford", 76, 6-4, 190
"Ed Rains", 79, 6-7, 190
"Kurt Rambis", 80, 6-8, 213
"Kelvin Ransey", 73, 6-1, 170
"James Ray", 80, 6-8, 215
"Clint Richardson", 75, 6-3, 195
"Micheal Ray Richardson", 77, 6-5, 189
"Rick Robey", 83, 6-11, 230
"Cliff Robinson", 81, 6-9, 220
"Oliver Robinson", 76, 6-4, 180
"Truck Robinson", 79, 6-7, 225
"Dave Robisch", 82, 6-10, 235
"Tree Rollins", 85, 7-1, 235
"Lorenzo Romar", 73, 6-1, 175
"Dan Roundfield", 80, 6-8, 205
"Jeff Ruland", 82, 6-10, 240
"Walker Russell", 77, 6-5, 195
"Mike Sanders", 78, 6-6, 210
"Danny Schayes", 83, 6-11, 235
"Russ Schoene", 82, 6-10, 210
"Alvin Scott", 79, 6-7, 185
"Lonnie Shelton", 80, 6-8, 240
"Ed Sherod", 74, 6-2, 170
"Purvis Short", 79, 6-7, 210
"Jerry Sichting", 73, 6-1, 168
"Jack Sikma", 83, 6-11, 230
"Jose Slaughter", 77, 6-5, 205
"Derek Smith", 78, 6-6, 205
"Jim Smith", 81, 6-9, 225
"Larry Smith", 80, 6-8, 215
"Phil Smith", 76, 6-4, 185
"Randy Smith", 75, 6-3, 180
"Robert Smith", 71, 5-11, 165
"Ricky Sobers", 75, 6-3, 198
"Jim Spanarkel", 77, 6-5, 190
"Rory Sparrow", 74, 6-2, 175
"Larry Spriggs", 79, 6-7, 230
"Brook Steppe", 77, 6-5, 195
"Jeff Taylor", 76, 6-4, 175
"Vince Taylor", 77, 6-5, 180
"Terry Teagle", 77, 6-5, 195
"Carlos Terry", 77, 6-5, 210
"Reggie Theus", 79, 6-7, 190
"David Thirdkill", 79, 6-7, 195
"Isiah Thomas", 73, 6-1, 180
"Corny Thompson", 80, 6-8, 225
"David Thompson", 76, 6-4, 195
"LaSalle Thompson", 82, 6-10, 245
"Mychal Thompson", 82, 6-10, 226
"Darren Tillis", 83, 6-11, 215
"Ray Tolbert", 81, 6-9, 225
"Andrew Toney", 75, 6-3, 178
"Linton Townes", 79, 6-7, 190
"Kelly Tripucka", 78, 6-6, 220
"Trent Tucker", 77, 6-5, 193
"Elston Turner", 77, 6-5, 190
"Terry Tyler", 79, 6-7, 215
"Darnell Valentine", 73, 6-1, 183
"Jan Van Breda Kolff", 79, 6-7, 195
"Kiki Vandeweghe", 80, 6-8, 220
"Pete Verhoeven", 81, 6-9, 215
"Jay Vincent", 79, 6-7, 220
"Danny Vranes", 79, 6-7, 210
"Foots Walker", 72, 6-0, 172
"Wally Walker", 79, 6-7, 190
"Bill Walton", 83, 6-11, 210
"Bryan Warrick", 77, 6-5, 195
"Marvin Webster", 85, 7-1, 225
"Scott Wedman", 79, 6-7, 215
"Paul Westphal", 76, 6-4, 195
"Rory White", 80, 6-8, 210
"Jerome Whitehead", 82, 6-10, 220
"Bob Wilkerson", 78, 6-6, 195
"Jamaal Wilkes", 78, 6-6, 190
"James Wilkes", 79, 6-7, 195
"Dominique Wilkins", 79, 6-7, 200
"Jeff Wilkins", 83, 6-11, 230
"Buck Williams", 80, 6-8, 215
"Freeman Williams", 76, 6-4, 190
"Gus Williams", 74, 6-2, 175
"Herb Williams", 82, 6-10, 242
"Ray Williams", 75, 6-3, 188
"Rickey Williams", 73, 6-1, 175
"Rob Williams", 74, 6-2, 175
"Sam Williams", 80, 6-8, 210
"Sly Williams", 79, 6-7, 210
"Bill Willoughby", 80, 6-8, 205
"Brian Winters", 76, 6-4, 185
"Al Wood", 78, 6-6, 193
"Mike Woodson", 77, 6-5, 195
"Orlando Woolridge", 81, 6-9, 215
"James Worthy", 81, 6-9, 225
"Jim Zoet", 85, 7-1, 240
