"Name", Height (Inches), Height(Feet-Inches), Weight
"Mark Eaton", 88, 7-4, 275
"Jerry Eaves", 76, 6-4, 180
"Franklin Edwards", 73, 6-1, 170
"James Edwards", 84, 7-0, 225
"Craig Ehlo", 78, 6-6, 180
"Dale Ellis", 79, 6-7, 205
"Chris Engler", 83, 6-11, 245
"Alex English", 79, 6-7, 190
"Julius Erving", 78, 6-6, 200
"Mike Evans", 73, 6-1, 170
"Patrick Ewing", 84, 7-0, 240
"Dave Feitl", 83, 6-11, 235
"Kenny Fields", 77, 6-5, 220
"Vern Fleming", 77, 6-5, 185
"Sleepy Floyd", 75, 6-3, 170
"World B. Free", 74, 6-2, 185
"Kenny Gattison", 80, 6-8, 225
"Artis Gilmore", 86, 7-2, 240
"Mike Glenn", 74, 6-2, 175
"Mike Gminski", 83, 6-11, 250
"Grant Gondrezick", 77, 6-5, 205
"Lancaster Gordon", 75, 6-3, 185
"Stewart Granger", 75, 6-3, 190
"Stuart Gray", 84, 7-0, 235
"A.C. Green", 81, 6-9, 220
"Kenny Green", 78, 6-6, 210
"Rickey Green", 72, 6-0, 170
"Sidney Green", 81, 6-9, 220
"Dave Greenwood", 81, 6-9, 222
"Darrell Griffith", 76, 6-4, 190
"Bob Hansen", 78, 6-6, 190
"Bill Hanzlik", 79, 6-7, 185
"Derek Harper", 76, 6-4, 185
"Ron Harper", 78, 6-6, 185
"Steve Harris", 77, 6-5, 195
"Scott Hastings", 82, 6-10, 235
"Cedric Henderson", 80, 6-8, 210
"Gerald Henderson", 74, 6-2, 175
"Jerome Henderson", 83, 6-11, 230
"Kevin Henderson", 76, 6-4, 195
"Conner Henry", 79, 6-7, 195
"Rod Higgins", 79, 6-7, 200
"Roy Hinson", 81, 6-9, 210
"Craig Hodges", 74, 6-2, 190
"Mike Holton", 76, 6-4, 185
"Jeff Hornacek", 75, 6-3, 190
"Phil Hubbard", 80, 6-8, 215
"Jay Humphries", 75, 6-3, 185
"Geoff Huston", 74, 6-2, 175
"Marc Iavaroni", 80, 6-8, 210
"Myron Jackson", 75, 6-3, 185
"Buck Johnson", 79, 6-7, 190
"Clemon Johnson", 82, 6-10, 240
"Dennis Johnson", 76, 6-4, 185
"Eddie Johnson", 74, 6-2, 180
"Eddie Johnson", 79, 6-7, 215
"Frank Johnson", 73, 6-1, 185
"Magic Johnson", 80, 6-8, 215
"Marques Johnson", 79, 6-7, 218
"Steffond Johnson", 80, 6-8, 240
"Steve Johnson", 82, 6-10, 235
"Vinnie Johnson", 74, 6-2, 200
"Anthony Jones", 78, 6-6, 195
"Caldwell Jones", 83, 6-11, 217
"Charles Jones", 81, 6-9, 215
"Michael Jordan", 78, 6-6, 195
"Clark Kellogg", 79, 6-7, 225
"Tim Kempton", 82, 6-10, 245
"Jerome Kersey", 79, 6-7, 215
"Albert King", 78, 6-6, 190
"Bernard King", 79, 6-7, 205
"Curtis Kitchen", 81, 6-9, 235
"Greg Kite", 83, 6-11, 250
"Joe Kleine", 83, 6-11, 255
"Jon Koncak", 84, 7-0, 250
"Larry Krystkowiak", 81, 6-9, 220
"Bill Laimbeer", 83, 6-11, 245
"Jim Lampley", 82, 6-10, 230
"Allen Leavell", 73, 6-1, 170
"Keith Lee", 82, 6-10, 215
"Fat Lever", 75, 6-3, 170
"Cliff Levingston", 80, 6-8, 210
"Alton Lister", 84, 7-0, 240
"Lewis Lloyd", 78, 6-6, 205
"John Long", 77, 6-5, 195
"John Lucas", 75, 6-3, 175
"Maurice Lucas", 81, 6-9, 215
"Kyle Macy", 75, 6-3, 175
"Rick Mahorn", 82, 6-10, 240
"Jeff Malone", 76, 6-4, 205
"Karl Malone", 81, 6-9, 250
"Moses Malone", 82, 6-10, 215
"Pace Mannion", 79, 6-7, 190
"Bill Martin", 79, 6-7, 205
"Fernando Martin", 81, 6-9, 220
"Maurice Martin", 78, 6-6, 200
"Wes Matthews", 73, 6-1, 170
"Cedric Maxwell", 80, 6-8, 205
"Tim McCormick", 83, 6-11, 240
"Rodney McCray", 79, 6-7, 220
"Scooter McCray", 81, 6-9, 215
"Xavier McDaniel", 79, 6-7, 205
"Ben McDonald", 80, 6-8, 210
"Hank McDowell", 81, 6-9, 215
"Mike McGee", 77, 6-5, 190
"Kevin McHale", 82, 6-10, 210
"Kevin McKenna", 77, 6-5, 195
"Forrest McKenzie", 79, 6-7, 200
"Nate McMillan", 77, 6-5, 195
"Mark McNamara", 83, 6-11, 235
"Chris McNealy", 79, 6-7, 210
"Cozell McQueen", 83, 6-11, 235
"Dirk Minniefield", 75, 6-3, 180
"Mike Mitchell", 79, 6-7, 215
"Paul Mokeski", 84, 7-0, 250
"Sidney Moncrief", 75, 6-3, 180
"Johnny Moore", 73, 6-1, 175
"Perry Moss", 74, 6-2, 185
"Chris Mullin", 78, 6-6, 200
"Jay Murphy", 81, 6-9, 220
"Pete Myers", 78, 6-6, 180
"Larry Nance", 82, 6-10, 205
"Calvin Natt", 78, 6-6, 220
"Ed Nealy", 79, 6-7, 238
"Chuck Nevitt", 89, 7-5, 217
"Johnny Newman", 79, 6-7, 190
"Kurt Nimphius", 82, 6-10, 218
"Dennis Nutt", 74, 6-2, 170
"Mike O'Koren", 79, 6-7, 207
"Charles Oakley", 80, 6-8, 225
"Hakeem Olajuwon", 84, 7-0, 255
"Mark Olberding", 80, 6-8, 225
"Jawann Oldham", 84, 7-0, 215
"Louis Orr", 80, 6-8, 175
"Robert Parish", 84, 7-0, 230
"Jim Paxson", 78, 6-6, 200
"John Paxson", 74, 6-2, 185
"Sam Perkins", 81, 6-9, 235
"Chuck Person", 80, 6-8, 220
"Jim Petersen", 82, 6-10, 235
"Michael Phelps", 76, 6-4, 180
"Ricky Pierce", 76, 6-4, 205
"Ed Pinckney", 81, 6-9, 195
"Dwayne Polee", 77, 6-5, 180
"Ben Poquette", 81, 6-9, 235
"Terry Porter", 75, 6-3, 195
"Paul Pressey", 77, 6-5, 185
"Harold Pressley", 79, 6-7, 210
"Mark Price", 72, 6-0, 170
"Kurt Rambis", 80, 6-8, 213
"Blair Rasmussen", 84, 7-0, 250
"Robert Reid", 80, 6-8, 205
"Jerry Reynolds", 80, 6-8, 200
"Clint Richardson", 75, 6-3, 195
"Doc Rivers", 76, 6-4, 185
"Fred Roberts", 82, 6-10, 218
"Alvin Robertson", 75, 6-3, 185
"Cliff Robinson", 81, 6-9, 220
"Dennis Rodman", 79, 6-7, 210
"Johnny Rogers", 82, 6-10, 225
"Tree Rollins", 85, 7-1, 235
"Dan Roundfield", 80, 6-8, 205
"Ron Rowan", 77, 6-5, 200
"Jeff Ruland", 82, 6-10, 240
"Walker Russell", 77, 6-5, 195
"John Salley", 83, 6-11, 230
"Ralph Sampson", 88, 7-4, 228
"Mike Sanders", 78, 6-6, 210
"Danny Schayes", 83, 6-11, 235
"Russ Schoene", 82, 6-10, 210
"Detlef Schrempf", 81, 6-9, 214
"John Schweitz", 78, 6-6, 210
"Byron Scott", 75, 6-3, 195
"Carey Scurry", 79, 6-7, 188
"Brad Sellers", 84, 7-0, 210
"Purvis Short", 79, 6-7, 210
"Jerry Sichting", 73, 6-1, 168
"Jack Sikma", 83, 6-11, 230
"McKinley Singleton", 77, 6-5, 175
"Scott Skiles", 73, 6-1, 180
"Clinton Smith", 78, 6-6, 210
"Derek Smith", 78, 6-6, 205
"Keith Smith", 75, 6-3, 180
"Larry Smith", 80, 6-8, 215
"Otis Smith", 77, 6-5, 210
"Mike Smrek", 84, 7-0, 250
"Rory Sparrow", 74, 6-2, 175
"Terence Stansbury", 77, 6-5, 170
"Brook Steppe", 77, 6-5, 195
"Steve Stipanovich", 83, 6-11, 245
"John Stockton", 73, 6-1, 170
"Jon Sundvold", 74, 6-2, 170
"Roy Tarpley", 83, 6-11, 230
"Jeff Taylor", 76, 6-4, 175
"Terry Teagle", 77, 6-5, 195
"Reggie Theus", 79, 6-7, 190
"David Thirdkill", 79, 6-7, 195
"Isiah Thomas", 73, 6-1, 180
"Bernard Thompson", 78, 6-6, 210
"Billy Thompson", 79, 6-7, 195
"LaSalle Thompson", 82, 6-10, 245
"Mychal Thompson", 82, 6-10, 226
"Bob Thornton", 82, 6-10, 225
"Otis Thorpe", 81, 6-9, 225
"Sedale Threatt", 74, 6-2, 175
"Wayman Tisdale", 81, 6-9, 240
"Andrew Toney", 75, 6-3, 178
"Kelly Tripucka", 78, 6-6, 220
"Trent Tucker", 77, 6-5, 193
"Andre Turner", 71, 5-11, 160
"Elston Turner", 77, 6-5, 190
"Jeff Turner", 81, 6-9, 230
"Melvin Turpin", 83, 6-11, 240
"Terry Tyler", 79, 6-7, 215
"Darnell Valentine", 73, 6-1, 183
"Kiki Vandeweghe", 80, 6-8, 220
"Nick Vanos", 85, 7-1, 255
"Pete Verhoeven", 81, 6-9, 215
"Jay Vincent", 79, 6-7, 220
"Sam Vincent", 74, 6-2, 185
"Danny Vranes", 79, 6-7, 210
"Granville Waiters", 83, 6-11, 225
"Darrell Walker", 76, 6-4, 180
"Kenny Walker", 80, 6-8, 210
"Bill Walton", 83, 6-11, 210
"Chris Washburn", 83, 6-11, 225
"Pearl Washington", 74, 6-2, 190
"Spud Webb", 66, 5-6, 133
"Marvin Webster", 85, 7-1, 225
"Scott Wedman", 79, 6-7, 215
"Bill Wennington", 84, 7-0, 245
"Mark West", 82, 6-10, 230
"Ennis Whatley", 75, 6-3, 177
"Rory White", 80, 6-8, 210
"Jerome Whitehead", 82, 6-10, 220
"Mitchell Wiggins", 76, 6-4, 185
"Dominique Wilkins", 79, 6-7, 200
"Eddie Lee Wilkins", 82, 6-10, 220
"Gerald Wilkins", 78, 6-6, 185
"Buck Williams", 80, 6-8, 215
"Gus Williams", 74, 6-2, 175
"Herb Williams", 82, 6-10, 242
"Hot Rod Williams", 83, 6-11, 215
"John Williams", 80, 6-8, 235
"Kevin Williams", 74, 6-2, 175
"Pete Williams", 79, 6-7, 190
"Ray Williams", 75, 6-3, 188
"Kevin Willis", 84, 7-0, 220
"Michael Wilson", 76, 6-4, 175
"Othell Wilson", 72, 6-0, 190
"David Wingate", 77, 6-5, 185
"Randy Wittman", 78, 6-6, 210
"Al Wood", 78, 6-6, 193
"Leon Wood", 75, 6-3, 185
"Mike Woodson", 77, 6-5, 195
"Orlando Woolridge", 81, 6-9, 215
"James Worthy", 81, 6-9, 225
"Brad Wright", 83, 6-11, 225
"Danny Young", 75, 6-3, 175
"Perry Young", 77, 6-5, 210
