"Name", Height (Inches), Height(Feet-Inches), Weight
"Kareem Abdul-Jabbar", 86, 7-2, 225
"Tom Abernethy", 79, 6-7, 220
"Alvan Adams", 81, 6-9, 210
"Tiny Archibald", 73, 6-1, 150
"Dennis Awtrey", 82, 6-10, 235
"Gus Bailey", 77, 6-5, 185
"James Bailey", 81, 6-9, 220
"Greg Ballard", 79, 6-7, 215
"Mike Bantom", 81, 6-9, 200
"Marvin Barnes", 80, 6-8, 210
"Rick Barry", 79, 6-7, 205
"Tim Bassett", 80, 6-8, 225
"Billy Ray Bates", 76, 6-4, 210
"Ron Behagen", 81, 6-9, 185
"Kent Benson", 82, 6-10, 235
"Del Beshore", 71, 5-11, 165
"Henry Bibby", 73, 6-1, 185
"Larry Bird", 81, 6-9, 220
"Otis Birdsong", 75, 6-3, 190
"Ron Boone", 74, 6-2, 200
"Lawrence Boston", 80, 6-8, 225
"Tom Boswell", 81, 6-9, 220
"Winford Boynes", 78, 6-6, 185
"Alonzo Bradley", 78, 6-6, 190
"Dudley Bradley", 78, 6-6, 195
"Mike Bratz", 74, 6-2, 185
"Jim Brewer", 81, 6-9, 210
"Ron Brewer", 76, 6-4, 180
"Junior Bridgeman", 77, 6-5, 210
"Allan Bristow", 79, 6-7, 210
"Fred Brown", 75, 6-3, 182
"John Brown", 79, 6-7, 220
"Roger Brown", 83, 6-11, 225
"Joe Bryant", 81, 6-9, 185
"Quinn Buckner", 75, 6-3, 190
"Tom Burleson", 86, 7-2, 225
"Don Buse", 76, 6-4, 190
"Marty Byrnes", 79, 6-7, 215
"Corky Calhoun", 79, 6-7, 210
"Mack Calvin", 72, 6-0, 165
"Austin Carr", 76, 6-4, 200
"Kenny Carr", 79, 6-7, 220
"M.L. Carr", 78, 6-6, 205
"Bob Carrington", 78, 6-6, 195
"Ron Carter", 77, 6-5, 190
"Bill Cartwright", 85, 7-1, 245
"Harvey Catchings", 81, 6-9, 218
"Don Chaney", 77, 6-5, 210
"Maurice Cheeks", 73, 6-1, 180
"Phil Chenier", 75, 6-3, 180
"Jim Chones", 83, 6-11, 220
"Jim Cleamons", 75, 6-3, 185
"Doug Collins", 78, 6-6, 180
"Jeff Cook", 82, 6-10, 215
"Michael Cooper", 77, 6-5, 170
"Wayne Cooper", 82, 6-10, 220
"Hollis Copeland", 78, 6-6, 180
"Dave Corzine", 83, 6-11, 250
"John Coughran", 79, 6-7, 225
"Dave Cowens", 81, 6-9, 230
"Charlie Criss", 68, 5-8, 165
"Terry Crosby", 76, 6-4, 195
"Pat Cummings", 81, 6-9, 230
"Bob Dandridge", 78, 6-6, 195
"Adrian Dantley", 77, 6-5, 208
"Brad Davis", 75, 6-3, 180
"Harry Davis", 79, 6-7, 220
"Johnny Davis", 74, 6-2, 170
"Walter Davis", 78, 6-6, 193
"Darryl Dawkins", 83, 6-11, 251
"Paul Dawkins", 77, 6-5, 190
"Greg Deane", 76, 6-4, 190
"Larry Demic", 81, 6-9, 225
"Coby Dietrick", 82, 6-10, 220
"Leon Douglas", 82, 6-10, 230
"John Drew", 78, 6-6, 205
"Terry Duerod", 74, 6-2, 180
"Mike Dunleavy", 75, 6-3, 180
"T.R. Dunn", 76, 6-4, 192
"James Edwards", 84, 7-0, 225
"Bob Elliott", 81, 6-9, 225
"Bo Ellis", 81, 6-9, 197
"Len Elmore", 81, 6-9, 220
"Alex English", 79, 6-7, 190
"Julius Erving", 78, 6-6, 200
"Earl Evans", 80, 6-8, 202
"Mike Evans", 73, 6-1, 170
"Eric Fernsten", 82, 6-10, 205
"Chris Ford", 77, 6-5, 190
"Don Ford", 81, 6-9, 215
"Phil Ford", 74, 6-2, 175
"Walt Frazier", 76, 6-4, 200
"World B. Free", 74, 6-2, 185
"Terry Furlow", 76, 6-4, 190
"Mike Gale", 76, 6-4, 185
"Gary Garland", 76, 6-4, 180
"Gus Gerard", 80, 6-8, 200
"George Gervin", 79, 6-7, 180
"John Gianelli", 82, 6-10, 220
"Artis Gilmore", 86, 7-2, 240
"Jack Givens", 77, 6-5, 205
"Mike Glenn", 74, 6-2, 175
"Glen Gondrezick", 78, 6-6, 218
"Mike Green", 82, 6-10, 200
"Dave Greenwood", 81, 6-9, 222
"Kevin Grevey", 77, 6-5, 210
"Paul Griffin", 81, 6-9, 205
"Bob Gross", 78, 6-6, 200
"Ernie Grunfeld", 78, 6-6, 210
"Roy Hamilton", 74, 6-2, 180
"James Hardy", 80, 6-8, 220
"Joe Hassett", 77, 6-5, 180
"Steve Hawes", 81, 6-9, 220
"Elvin Hayes", 81, 6-9, 235
"Spencer Haywood", 80, 6-8, 225
"Gar Heard", 78, 6-6, 219
"Gerald Henderson", 74, 6-2, 175
"Tom Henderson", 75, 6-3, 190
"Johnny High", 75, 6-3, 185
"Armond Hill", 76, 6-4, 190
"Darnell Hillman", 81, 6-9, 215
"Brad Holland", 75, 6-3, 180
"Lionel Hollins", 75, 6-3, 185
"Phil Hubbard", 80, 6-8, 215
"Kim Hughes", 83, 6-11, 220
"Geoff Huston", 74, 6-2, 175
"Dan Issel", 81, 6-9, 235
"Phil Jackson", 80, 6-8, 220
"Abdul Jeelani", 80, 6-8, 210
"Cheese Johnson", 78, 6-6, 195
"Clemon Johnson", 82, 6-10, 240
"Dennis Johnson", 76, 6-4, 185
"Eddie Johnson", 74, 6-2, 180
"George Johnson", 83, 6-11, 205
"George Johnson", 79, 6-7, 210
"John Johnson", 79, 6-7, 200
"Magic Johnson", 80, 6-8, 215
"Marques Johnson", 79, 6-7, 218
"Mickey Johnson", 82, 6-10, 190
"Ollie Johnson", 78, 6-6, 200
"Vinnie Johnson", 74, 6-2, 200
"Bobby Jones", 81, 6-9, 210
"Caldwell Jones", 83, 6-11, 217
"Dwight Jones", 82, 6-10, 210
"Major Jones", 81, 6-9, 225
"Eddie Jordan", 73, 6-1, 170
"Jeff Judkins", 78, 6-6, 185
"Rich Kelley", 84, 7-0, 235
"Greg Kelser", 79, 6-7, 190
"Larry Kenon", 81, 6-9, 205
"Irv Kiffin", 81, 6-9, 225
"Carl Kilpatrick", 82, 6-10, 230
"Bernard King", 79, 6-7, 205
"Reggie King", 78, 6-6, 225
"Billy Knight", 78, 6-6, 195
"Toby Knight", 81, 6-9, 210
"Arvid Kramer", 81, 6-9, 220
"Joel Kramer", 79, 6-7, 203
"John Kuester", 74, 6-2, 180
"Kevin Kunnert", 84, 7-0, 230
"Mitch Kupchak", 81, 6-9, 230
"Sam Lacey", 82, 6-10, 235
"Tom LaGarde", 82, 6-10, 220
"John Lambert", 82, 6-10, 225
"Mark Landsberger", 80, 6-8, 215
"Bob Lanier", 83, 6-11, 250
"Allen Leavell", 73, 6-1, 170
"Butch Lee", 72, 6-0, 185
"Ron Lee", 76, 6-4, 193
"John Long", 77, 6-5, 195
"John Lucas", 75, 6-3, 175
"Maurice Lucas", 81, 6-9, 215
"Ollie Mack", 75, 6-3, 185
"Moses Malone", 82, 6-10, 215
"Steve Malovic", 82, 6-10, 230
"Pete Maravich", 77, 6-5, 197
"Cedric Maxwell", 80, 6-8, 205
"Scott May", 79, 6-7, 215
"Bob McAdoo", 81, 6-9, 210
"Jim McElroy", 75, 6-3, 190
"George McGinnis", 80, 6-8, 235
"Billy McKinney", 72, 6-0, 160
"Tom McMillen", 83, 6-11, 215
"John Mengelt", 74, 6-2, 195
"Joe Meriweather", 82, 6-10, 215
"Dave Meyers", 80, 6-8, 215
"Mike Mitchell", 79, 6-7, 215
"Steve Mix", 79, 6-7, 215
"Paul Mokeski", 84, 7-0, 250
"Sidney Moncrief", 75, 6-3, 180
"Eric Money", 72, 6-0, 170
"Earl Monroe", 75, 6-3, 185
"Calvin Murphy", 69, 5-9, 165
"Swen Nater", 83, 6-11, 240
