"Name", Height (Inches), Height(Feet-Inches), Weight
"Geert Hammink", 84, 7-0, 262
"Tom Hammonds", 81, 6-9, 215
"Darrin Hancock", 79, 6-7, 205
"Anfernee Hardaway", 79, 6-7, 195
"Tim Hardaway", 72, 6-0, 175
"Jerome Harmon", 76, 6-4, 190
"Derek Harper", 76, 6-4, 185
"Ron Harper", 78, 6-6, 185
"Lucious Harris", 77, 6-5, 190
"Tony Harris", 75, 6-3, 190
"Antonio Harvey", 83, 6-11, 225
"Hersey Hawkins", 75, 6-3, 190
"Steve Henson", 71, 5-11, 177
"Carl Herrera", 81, 6-9, 215
"Rod Higgins", 79, 6-7, 200
"Sean Higgins", 81, 6-9, 205
"Grant Hill", 80, 6-8, 225
"Tyrone Hill", 81, 6-9, 240
"Donald Hodge", 84, 7-0, 230
"Jeff Hornacek", 75, 6-3, 190
"Robert Horry", 81, 6-9, 220
"Allan Houston", 78, 6-6, 200
"Byron Houston", 77, 6-5, 250
"Tom Hovasse", 80, 6-8, 205
"Juwan Howard", 81, 6-9, 240
"Jay Humphries", 75, 6-3, 185
"Lindsey Hunter", 74, 6-2, 170
"Bobby Hurley", 72, 6-0, 165
"Jaren Jackson", 76, 6-4, 190
"Jim Jackson", 78, 6-6, 220
"Mark Jackson", 73, 6-1, 180
"Keith Jennings", 67, 5-7, 160
"Avery Johnson", 70, 5-10, 175
"Ervin Johnson", 83, 6-11, 245
"Kevin Johnson", 73, 6-1, 180
"Larry Johnson", 78, 6-6, 250
"Askia Jones", 77, 6-5, 200
"Charles Jones", 81, 6-9, 215
"Eddie Jones", 78, 6-6, 190
"Popeye Jones", 80, 6-8, 250
"Michael Jordan", 78, 6-6, 195
"Adam Keefe", 81, 6-9, 230
"Shawn Kemp", 82, 6-10, 230
"Steve Kerr", 75, 6-3, 175
"Jerome Kersey", 79, 6-7, 215
"Randolph Keys", 79, 6-7, 195
"Jason Kidd", 76, 6-4, 205
"Rich King", 86, 7-2, 260
"Stacey King", 83, 6-11, 230
"Greg Kite", 83, 6-11, 250
"Joe Kleine", 83, 6-11, 255
"Negele Knight", 73, 6-1, 175
"Jon Koncak", 84, 7-0, 250
"Larry Krystkowiak", 81, 6-9, 220
"Toni Kukoc", 82, 6-10, 192
"Christian Laettner", 83, 6-11, 235
"Andrew Lang", 83, 6-11, 245
"Antonio Lang", 80, 6-8, 205
"Eric Leckner", 83, 6-11, 265
"Doug Lee", 77, 6-5, 200
"Tim Legler", 76, 6-4, 200
"Jim Les", 71, 5-11, 165
"Cliff Levingston", 80, 6-8, 210
"Alton Lister", 84, 7-0, 240
"Brad Lohaus", 83, 6-11, 230
"Grant Long", 80, 6-8, 225
"Luc Longley", 86, 7-2, 265
"Ryan Lorthridge", 76, 6-4, 190
"George Lynch", 80, 6-8, 218
"Don MacLean", 82, 6-10, 235
"Mark Macon", 76, 6-4, 185
"Gerald Madkins", 76, 6-4, 200
"Rick Mahorn", 82, 6-10, 240
"Dan Majerle", 78, 6-6, 215
"Jeff Malone", 76, 6-4, 205
"Karl Malone", 81, 6-9, 250
"Moses Malone", 82, 6-10, 215
"Danny Manning", 82, 6-10, 230
"Sarunas Marciulionis", 77, 6-5, 200
"Donyell Marshall", 81, 6-9, 218
"Bob Martin", 84, 7-0, 250
"Darrick Martin", 71, 5-11, 170
"Jamal Mashburn", 80, 6-8, 240
"Anthony Mason", 79, 6-7, 250
"Tony Massenburg", 81, 6-9, 220
"Vernon Maxwell", 76, 6-4, 180
"Lee Mayberry", 73, 6-1, 172
"George McCloud", 78, 6-6, 205
"Xavier McDaniel", 79, 6-7, 205
"Jim McIlvaine", 85, 7-1, 240
"Derrick McKey", 81, 6-9, 205
"Aaron McKie", 77, 6-5, 209
"Nate McMillan", 77, 6-5, 195
"Darnell Mee", 77, 6-5, 175
"Anthony Miller", 81, 6-9, 225
"Oliver Miller", 81, 6-9, 280
"Reggie Miller", 79, 6-7, 185
"Chris Mills", 78, 6-6, 215
"Terry Mills", 82, 6-10, 230
"Harold Miner", 77, 6-5, 210
"Greg Minor", 78, 6-6, 210
"Sam Mitchell", 78, 6-6, 210
"Eric Mobley", 83, 6-11, 235
"Eric Montross", 84, 7-0, 270
"Chris Morris", 80, 6-8, 210
"Dwayne Morton", 79, 6-7, 195
"Alonzo Mourning", 82, 6-10, 240
"Chris Mullin", 78, 6-6, 200
"Eric Murdock", 73, 6-1, 190
"Gheorghe Muresan", 91, 7-7, 303
"Lamond Murray", 79, 6-7, 236
"Tracy Murray", 79, 6-7, 225
"Dikembe Mutombo", 86, 7-2, 245
"Pete Myers", 78, 6-6, 180
"Ivano Newbill", 81, 6-9, 245
"Johnny Newman", 79, 6-7, 190
"Ken Norman", 80, 6-8, 215
"Julius Nwosu", 82, 6-10, 255
"Shaquille O'Neal", 85, 7-1, 325
"Charles Oakley", 80, 6-8, 225
"Hakeem Olajuwon", 84, 7-0, 255
"Brian Oliver", 76, 6-4, 210
"Bo Outlaw", 80, 6-8, 210
"Doug Overton", 75, 6-3, 190
"Billy Owens", 80, 6-8, 220
"Robert Pack", 74, 6-2, 180
"Robert Parish", 84, 7-0, 230
"Gary Payton", 76, 6-4, 180
"Anthony Peeler", 76, 6-4, 208
"Mike Peplowski", 82, 6-10, 270
"Will Perdue", 84, 7-0, 240
"Sam Perkins", 81, 6-9, 235
"Elliot Perry", 72, 6-0, 150
"Tim Perry", 81, 6-9, 200
"Chuck Person", 80, 6-8, 220
"Wesley Person", 78, 6-6, 195
"Derrick Phelps", 76, 6-4, 181
"Bobby Phills", 77, 6-5, 210
"Eric Piatkowski", 79, 6-7, 215
"Ricky Pierce", 76, 6-4, 205
"Ed Pinckney", 81, 6-9, 195
"Scottie Pippen", 80, 6-8, 210
"Olden Polynice", 83, 6-11, 220
"Terry Porter", 75, 6-3, 195
"Mark Price", 72, 6-0, 170
"Kevin Pritchard", 75, 6-3, 180
"Dino Radja", 83, 6-11, 225
"Kurt Rambis", 80, 6-8, 213
"Mark Randall", 80, 6-8, 235
"Eldridge Recasner", 75, 6-3, 190
"Khalid Reeves", 75, 6-3, 199
"J.R. Reid", 81, 6-9, 247
"Glen Rice", 79, 6-7, 215
"Pooh Richardson", 73, 6-1, 180
"Mitch Richmond", 77, 6-5, 215
"Isaiah Rider", 77, 6-5, 215
"Eric Riley", 84, 7-0, 245
"Doc Rivers", 76, 6-4, 185
"Fred Roberts", 82, 6-10, 218
"Clifford Robinson", 82, 6-10, 225
"David Robinson", 85, 7-1, 235
"Glenn Robinson", 79, 6-7, 225
"James Robinson", 74, 6-2, 180
"Dennis Rodman", 79, 6-7, 210
"Carlos Rogers", 83, 6-11, 220
"Rodney Rogers", 79, 6-7, 235
"Tree Rollins", 85, 7-1, 235
"Sean Rooks", 82, 6-10, 250
"Jalen Rose", 80, 6-8, 210
"Donald Royal", 80, 6-8, 210
"Clifford Rozier", 83, 6-11, 245
"Trevor Ruffin", 73, 6-1, 185
"Bryon Russell", 79, 6-7, 225
"John Salley", 83, 6-11, 230
"Danny Schayes", 83, 6-11, 235
"Steve Scheffler", 81, 6-9, 250
"Dwayne Schintzius", 85, 7-1, 260
"Detlef Schrempf", 81, 6-9, 214
"Byron Scott", 75, 6-3, 195
"Dennis Scott", 80, 6-8, 229
"Malik Sealy", 80, 6-8, 190
"Rony Seikaly", 83, 6-11, 230
"Charles Shackleford", 82, 6-10, 225
"Brian Shaw", 78, 6-6, 190
"Lionel Simmons", 79, 6-7, 210
"Dickey Simpkins", 81, 6-9, 248
"Scott Skiles", 73, 6-1, 180
"Reggie Slater", 79, 6-7, 215
"Charles Smith", 82, 6-10, 230
"Chris Smith", 75, 6-3, 190
"Doug Smith", 82, 6-10, 220
"Kenny Smith", 75, 6-3, 170
"Michael Smith", 82, 6-10, 225
"Michael Smith", 80, 6-8, 230
"Steve Smith", 79, 6-7, 200
"Tony Smith", 75, 6-3, 185
"Rik Smits", 88, 7-4, 250
"Elmore Spencer", 84, 7-0, 270
"Felton Spencer", 84, 7-0, 265
"Latrell Sprewell", 77, 6-5, 190
"John Starks", 75, 6-3, 180
"Larry Stewart", 80, 6-8, 220
"Bryant Stith", 77, 6-5, 208
"John Stockton", 73, 6-1, 170
"Mark Strickland", 81, 6-9, 210
"Rod Strickland", 75, 6-3, 175
"Derek Strong", 80, 6-8, 220
"Greg Sutton", 74, 6-2, 170
"Aaron Swinson", 77, 6-5, 230
"Zan Tabak", 84, 7-0, 245
"Roy Tarpley", 83, 6-11, 230
"Brooks Thompson", 76, 6-4, 193
"LaSalle Thompson", 82, 6-10, 245
"Otis Thorpe", 81, 6-9, 225
"Sedale Threatt", 74, 6-2, 175
"Wayman Tisdale", 81, 6-9, 240
"Tom Tolbert", 79, 6-7, 235
"Keith Tower", 83, 6-11, 250
"Anthony Tucker", 80, 6-8, 220
"Henry Turner", 79, 6-7, 200
"Jeff Turner", 81, 6-9, 230
"B.J. Tyler", 73, 6-1, 185
"Nick Van Exel", 73, 6-1, 170
"Loy Vaught", 81, 6-9, 230
"Fred Vinson", 76, 6-4, 190
"Kenny Walker", 80, 6-8, 210
"Rex Walters", 76, 6-4, 190
"Charlie Ward", 74, 6-2, 190
"Jamie Watson", 79, 6-7, 190
"Clarence Weatherspoon", 78, 6-6, 240
"Spud Webb", 66, 5-6, 133
"Chris Webber", 81, 6-9, 245
"Bill Wennington", 84, 7-0, 245
"David Wesley", 72, 6-0, 190
"Doug West", 78, 6-6, 200
"Mark West", 82, 6-10, 230
"Ennis Whatley", 75, 6-3, 177
"Chris Whitney", 72, 6-0, 168
"Morlon Wiley", 76, 6-4, 185
"Dominique Wilkins", 79, 6-7, 200
"Aaron Williams", 81, 6-9, 220
"Buck Williams", 80, 6-8, 215
"Herb Williams", 82, 6-10, 242
"Hot Rod Williams", 83, 6-11, 215
"Jayson Williams", 81, 6-9, 240
"John Williams", 80, 6-8, 235
"Lorenzo Williams", 81, 6-9, 200
"Micheal Williams", 74, 6-2, 175
"Monty Williams", 80, 6-8, 225
"Reggie Williams", 79, 6-7, 190
"Scott Williams", 82, 6-10, 230
"Walt Williams", 80, 6-8, 219
"Kevin Willis", 84, 7-0, 220
"Trevor Wilson", 79, 6-7, 210
"David Wingate", 77, 6-5, 185
"Dontonio Wingfield", 80, 6-8, 256
"Joe Wolf", 83, 6-11, 230
"David Wood", 81, 6-9, 227
"Randy Woods", 70, 5-10, 185
"Haywoode Workman", 74, 6-2, 180
"Sharone Wright", 83, 6-11, 260
"Danny Young", 75, 6-3, 175
